ID,Name,play_debut
hursb001,Bruce Hurst,04/12/1980
hursb002,Bill Hurst,09/18/1996
hursd101,Don Hurst,05/13/1928
hursj001,Jonathan Hurst,06/09/1992
hursj002,James Hurst,04/04/1994
hursj003,Jimmy Hurst,09/10/1997
hursj004,Jason Hursh,08/13/2016
hurte001,Edwin Hurtado,05/22/1995
huskb001,Butch Huskey,09/08/1993
husoj001,Jeff Huson,09/02/1988
hustb101,Bert Husting,08/16/1900
hustb102,Bill Husted,04/29/1890
hustc101,Carl Husta,09/24/1925
husth101,Harry Huston,09/03/1906
hustw101,Warren Huston,06/24/1937
hutcb101,Bill Hutchison,06/10/1884
hutcc001,Chad Hutchinson,04/04/2001
hutcd001,Drew Hutchison,04/21/2012
hutce101,Ed Hutchinson,06/17/1890
hutcf101,Fred Hutchinson,05/02/1939
hutci101,Ira Hutchinson,09/24/1933
hutcj101,Johnny Hutchings,04/26/1940
hutcj102,Joe Hutcheson,07/08/1933
hutsh101,Herb Hutson,04/10/1974
hutsr101,Roy Hutson,09/20/1925
huttj101,Jim Hutto,04/17/1970
huttm001,Mark Hutton,07/23/1993
huttt101,Tom Hutton,09/16/1966
hwanj001,Jae-Gyun Hwang,06/28/2017
hyath101,Ham Hyatt,04/15/1909
hyded101,Dick Hyde,04/23/1955
hyert001,Tim Hyers,04/04/1994
hyndj101,William Hyndman,07/23/1886
hynec001,Colt Hynes,07/14/2013
hynep101,Pat Hynes,09/27/1903
hyzda001,Adam Hyzdu,09/08/2000
iannc001,Chris Iannetta,08/27/2006
ibanr001,Raul Ibanez,08/01/1996
ibare001,Edgar Ibarra,06/02/2015
iburh101,Ham Iburg,04/17/1902
igarr001,Ryota Igarashi,04/08/2010
igawk001,Kei Igawa,04/07/2007
iglej001,Jose Iglesias,05/08/2011
igler001,Raisel Iglesias,04/12/2015
ignag101,Gary Ignasiak,09/20/1973
ignam001,Mike Ignasiak,08/22/1991
iguct001,Tadahito Iguchi,04/04/2005
ilslb001,Blaise Ilsley,04/04/1994
imlad101,Doc Imlay,07/07/1913
incap001,Pete Incaviglia,04/08/1986
incie001,Ender Inciarte,05/02/2014
infaa001,Alexis Infante,09/27/1987
infag001,Gregory Infante,09/07/2010
infao001,Omar Infante,09/07/2002
ingeb001,Brandon Inge,04/03/2001
ingeb101,Bob Ingersoll,04/23/1914
inges101,Scotty Ingerton,04/12/1911
inglj001,Joe Inglett,06/21/2006
ingrc101,Charlie Ingraham,07/04/1883
ingrg001,Garey Ingram,05/15/1994
ingrm101,Mel Ingram,07/24/1929
ingrr001,Riccardo Ingram,06/26/1994
inksb101,Bert Inks,09/02/1891
innij001,Jeff Innis,05/16/1987
iorgd001,Dane Iorg,04/09/1977
iorgg001,Garth Iorg,04/09/1978
iotth101,Happy Iott,09/16/1903
iotth102,Hooks Iott,09/06/1941
irabh001,Hideki Irabu,07/10/1997
irelh101,Hal Irelan,04/23/1914
irelt101,Tim Ireland,09/20/1981
iribh001,Hernan Iribarren,04/12/2008
irvic001,Cole Irvin,05/12/2019
irvid001,Daryl Irvine,04/28/1990
irvie101,Ed Irwin,05/18/1912
irvim101,Monte Irvin,07/08/1949
irwia101,Arthur Irwin,05/01/1880
irwib101,Bill Irwin,08/30/1886
irwic101,Charlie Irwin,09/03/1893
irwij101,John Irwin,05/31/1882
irwip001,Phil Irwin,04/14/2013
irwit101,Tommy Irwin,10/01/1938
irwiw101,Walt Irwin,04/24/1921
isalo101,Orlando Isales,09/11/1980
isbef101,Frank Isbell,05/01/1898
ishik001,Kazuhisa Ishii,04/06/2002
ishit001,Travis Ishikawa,04/18/2006
isrij001,Jason Isringhausen,07/17/1995
iviem101,Mike Ivie,09/04/1971
iwakh001,Hisashi Iwakuma,04/20/2012
iwama001,Akinori Iwamura,04/02/2007
izquh001,Hansel Izquierdo,04/21/2002
izquh101,Hank Izquierdo,08/09/1967
iztuc001,Cesar Izturis,06/23/2001
iztum001,Maicer Izturis,08/27/2004
jablr101,Ray Jablonski,04/14/1953
jacka001,Austin Jackson,04/05/2010
jacka002,Alex Jackson,04/07/2019
jacka101,Al Jackson,05/31/1959
jackb001,Bo Jackson,09/02/1986
jackb002,Brett Jackson,08/05/2012
jackb101,Bill Jackson,04/30/1914
jackc001,Chuck Jackson,05/26/1987
jackc002,Conor Jackson,07/28/2005
jackc101,Herby Jackson,08/11/1905
jackc102,Charlie Jackson,08/20/1915
jackd001,Danny Jackson,09/11/1983
jackd002,Darrin Jackson,06/17/1985
jackd003,Damian Jackson,09/12/1996
jackd004,Drew Jackson,03/28/2019
jackd101,Darrell Jackson,06/16/1978
jacke001,Edwin Jackson,09/09/2003
jackf101,Fred Jacklitsch,06/06/1900
jackg101,Grant Jackson,09/03/1965
jackg102,George Jackson,08/02/1911
jackh101,Henry Jackson,09/13/1887
jackj001,Jay Jackson,09/15/2015
jackj101,Shoeless Joe Jackson,08/25/1908
jackj102,John Jackson,06/20/1933
jackj103,Jim Jackson,04/26/1901
jackk001,Ken Jackson,09/12/1987
jackl001,Luke Jackson,09/04/2015
jackl101,Lou Jackson,07/23/1958
jackl102,Larry Jackson,04/17/1955
jackm001,Michael Jackson,08/11/1986
jackm101,Mike Jackson,05/10/1970
jackr001,Reggie Jackson,06/09/1967
jackr002,Ron Jackson,09/12/1975
jackr003,Roy Lee Jackson,09/13/1977
jackr004,Ryan Jackson,03/31/1998
jackr005,Ryan Jackson,08/11/2012
jackr101,Ron Jackson,06/15/1954
jackr102,Randy Jackson,05/02/1950
jacks001,Steven Jackson,06/01/2009
jacks101,Sam Jackson,05/09/1871
jacks102,Sonny Jackson,09/27/1963
jackt101,Travis Jackson,09/27/1922
jackz001,Zach Jackson,06/04/2006
jacoa101,Art Jacobs,06/18/1939
jacob001,Brook Jacoby,09/13/1981
jacob002,Bucky Jacobsen,07/16/2004
jacob101,Beany Jacobson,04/30/1904
jacob102,Bucky Jacobs,06/27/1937
jacoe101,Elmer Jacobs,04/23/1914
jacoh101,Harry Jacoby,05/02/1882
jacoj001,Jason Jacome,07/02/1994
jacoj101,Jake Jacobs,09/13/1960
jacol101,Larry Jacobus,07/15/1918
jacom001,Mike Jacobs,08/21/2005
jacom101,Mike Jacobs,07/16/1902
jacom102,Merwin Jacobson,09/08/1915
jacoo101,Otto Jacobs,06/13/1918
jacor101,Ray Jacobs,04/20/1928
jacos101,Spook Jacobs,04/13/1954
jacot101,Tony Jacobs,09/19/1948
jacow101,Baby Doll Jacobson,04/14/1915
jacqp101,Pat Jacquez,04/18/1971
jacqt001,Thomas Jacquez,09/09/2000
jaecj101,Jake Jaeckel,09/19/1964
jaegc101,Charlie Jaeger,09/09/1904
jaegj101,Joe Jaeger,07/28/1920
jahaj001,John Jaha,07/09/1992
jahna101,Art Jahn,07/02/1925
jaimj001,Juan Jaime,06/20/2014
jakuc001,Chris Jakubauskas,04/08/2009
jakus101,Sig Jakucki,08/30/1936
jamea101,Art James,04/10/1975
jameb001,Bob James,09/07/1978
jameb101,Bert James,09/18/1909
jameb102,Bill James,04/17/1913
jameb103,Bill James,06/12/1911
jameb104,Bernie James,04/24/1929
jamec001,Chris James,04/23/1986
jamec002,Chuck James,09/28/2005
jamec101,Cleo James,04/15/1968
jamec102,Charlie James,08/02/1960
jamed001,Dion James,09/16/1983
jamed002,Delvin James,04/16/2002
jamej001,Justin James,09/02/2010
jamej002,Josh James,09/01/2018
jamej101,Johnny James,09/06/1958
jamej102,Jeff James,04/13/1968
jamel101,Lefty Jamerson,08/16/1924
jamel102,Lefty James,09/20/1912
jamem001,Mike James,04/29/1995
jamer101,Rick James,09/20/1967
james101,Skip James,09/12/1977
jamic101,Charlie Jamieson,09/20/1915
janej101,Gerry Janeski,04/10/1970
janip001,Paul Janish,05/14/2008
jankj001,Jordan Jankowski,05/24/2017
jankt001,Travis Jankowski,08/21/2015
janov101,Vic Janowicz,05/31/1953
jansc001,Casey Janssen,04/27/2006
jansd001,Danny Jansen,08/13/2018
jansk001,Kenley Jansen,07/24/2010
jansl101,Larry Jansen,04/17/1947
jansr101,Ray Jansen,09/30/1910
janth101,Heinie Jantzen,06/29/1912
janvh101,Hal Janvrin,07/09/1911
janzm001,Marty Janzen,05/12/1996
jaraj001,Jason Jaramillo,04/16/2009
jarvk001,Kevin Jarvis,04/06/1994
jarvp101,Pat Jarvis,08/04/1966
jarvr101,Ray Jarvis,04/15/1969
jarvr102,Roy Jarvis,04/30/1944
jasoj001,John Jaso,09/06/2008
jasph101,Hi Jasper,04/19/1914
jastl101,Larry Jaster,09/17/1965
jatap101,Paul Jata,04/19/1972
javea101,Al Javery,04/23/1940
javia101,Al Javier,09/09/1976
javic001,Cristian Javier,07/25/2020
javij101,Julian Javier,05/28/1960
javis001,Stan Javier,04/15/1984
jayem001,Myles Jaye,09/02/2017
jay-j001,Jon Jay,04/26/2010
jay-j101,Joey Jay,07/21/1953
jeand001,Domingo Jean,08/08/1993
jeant101,Tex Jeanes,04/20/1921
jeffd001,Daulton Jefferies,09/12/2020
jeffg001,Gregg Jefferies,09/06/1987
jeffg101,George Jeffcoat,04/20/1936
jeffh101,Hal Jeffcoat,04/20/1948
jeffi101,Irv Jeffries,04/30/1930
jeffj001,Jeremy Jeffress,09/01/2010
jeffj101,Jesse Jefferson,06/23/1973
jeffm001,Mike Jeffcoat,08/21/1983
jeffr001,Reggie Jefferson,05/18/1991
jeffr002,Ryan Jeffers,08/20/2020
jeffs001,Stan Jefferson,09/07/1986
jelic001,Chris Jelic,09/30/1990
jelif101,Frank Jelincich,09/06/1941
jelkg001,Greg Jelks,08/20/1987
jelts001,Steve Jeltz,07/17/1983
jenkb001,Bobby Jenks,07/06/2005
jenkc001,Chad Jenkins,08/07/2012
jenkf101,Fergie Jenkins,09/10/1965
jenkg001,Geoff Jenkins,04/24/1998
jenkj101,Jack Jenkins,09/13/1962
jenkj102,Joe Jenkins,04/30/1914
jenkj103,John Jenkins,08/05/1922
jenkt001,Tyrell Jenkins,06/22/2016
jenkt101,Tom Jenkins,09/15/1925
jenna101,Alamazoo Jennings,08/15/1878
jennb101,Bill Jennings,07/19/1951
jennd001,Doug Jennings,04/08/1988
jennd002,Desmond Jennings,09/01/2010
jennd003,Dan Jennings,04/30/2012
jennh101,Hughie Jennings,06/01/1891
jennj001,Jason Jennings,08/23/2001
jennr001,Robin Jennings,04/18/1996
jensj101,Jackie Jensen,04/18/1950
jensk001,Kyle Jensen,09/03/2016
jensm001,Marcus Jensen,04/14/1996
jensr001,Ryan Jensen,05/19/2001
jensw101,Willie Jensen,09/10/1912
jensw102,Woody Jensen,04/20/1931
jepsk001,Kevin Jepsen,09/08/2008
jerew001,Williams Jerez,08/07/2018
jerzm001,Mike Jerzembeck,08/08/1998
jessd101,Dan Jessee,08/14/1929
jestg101,Garry Jestadt,09/17/1969
jestv101,Virgil Jester,06/18/1952
jeted001,Derek Jeter,05/29/1995
jetej101,Johnny Jeter,06/14/1969
jetes001,Shawn Jeter,06/13/1992
jeths101,Sam Jethroe,04/18/1950
jewej001,Jake Jewell,06/16/2018
jewen101,Nat Jewett,07/04/1872
jimea001,Antonio Jamil Jimenez,09/06/2017
jimec001,Charlton Jimerson,09/14/2005
jimec002,Cesar Jimenez,09/11/2006
jimed001,D'Angelo Jimenez,09/15/1999
jimed002,Dany Jimenez,07/23/2020
jimee001,Eloy Jimenez,03/28/2019
jimee002,Eduardo Jimenez,05/07/2019
jimee101,Elvio Jimenez,10/04/1964
jimeg001,German Jimenez,06/28/1988
jimeh001,Houston Jimenez,06/13/1983
jimej001,Jose Jimenez,09/09/1998
jimej002,Jason Jimenez,06/03/2002
jimej003,Joe Jimenez,04/13/2017
jimej101,Juan Jimenez,09/09/1974
jimek001,Kelvin Jimenez,04/27/2007
jimel001,Luis Antonio Jimenez,09/04/2012
jimel002,Luis Jimenez,04/12/2013
jimem001,Miguel Jimenez,09/12/1993
jimem101,Manny Jimenez,04/11/1962
jimeu001,Ubaldo Jimenez,09/26/2006
joaqw001,Waldis Joaquin,08/04/2009
jodib001,Brett Jodie,07/20/2001
joe-c001,Connor Joe,03/28/2019
johjk001,Kenji Johjima,04/03/2006
johna001,Adam Johnson,07/16/2001
johna002,Alan Johnson,04/17/2011
johna101,Augie Johns,04/16/1926
johna102,Art Johnson,09/22/1940
johna103,Art Johnson,09/18/1927
johna104,Alex Johnson,07/25/1964
johna105,Abbie Johnson,09/01/1896
johna106,Abe Johnson,07/16/1893
johnb001,Bill Johnson,09/06/1983
johnb002,Brian Johnson,04/05/1994
johnb003,Ben Johnson,06/26/2005
johnb004,Brian Johnson,07/21/2015
johnb101,Bob Johnson,09/01/1981
johnb102,Bob Johnson,04/12/1933
johnb103,Bob Johnson,09/19/1969
johnb104,Bob Johnson,04/19/1960
johnb105,Bart Johnson,09/08/1969
johnb106,Lefty Johnson,06/27/1884
johnb107,Ben Johnson,09/06/1959
johnb108,Billy Johnson,04/22/1943
johnb109,Bill Johnson,09/22/1916
johnc001,Cliff Johnson,09/13/1972
johnc002,Charles Johnson,05/06/1994
johnc003,Chris Johnson,09/09/2009
johnc101,Chet Johnson,09/12/1946
johnc102,Chief Johnson,04/16/1913
johnc103,Connie Johnson,04/17/1953
johnc104,Charlie Johnson,09/21/1908
johnc105,William Johnson,05/20/1871
johnd001,Dave Johnson,05/29/1987
johnd002,Dane Johnson,05/30/1994
johnd003,Doug Johns,07/08/1995
johnd004,Dan Johnson,05/27/2005
johnd005,DJ Johnson,09/09/2018
johnd006,Daniel Johnson,07/25/2020
johnd101,Don Johnson,09/26/1943
johnd102,Don Johnson,04/20/1947
johnd103,Deron Johnson,09/20/1960
johnd104,Dave Johnson,07/02/1974
johnd105,Davey Johnson,04/13/1965
johnd106,Darrell Johnson,04/20/1952
johnd107,Doc Johnston,10/03/1909
johne001,Erik Johnson,07/08/1993
johne002,Elliot Johnson,04/05/2008
johne003,Erik Johnson,09/04/2013
johne101,Ernie Johnson,04/28/1950
johne102,Ernie Johnson,08/05/1912
johne103,Elmer Johnson,04/24/1914
johne104,Ed Johnson,09/26/1920
johne105,Earl Johnson,07/20/1940
johnf101,Fred Johnson,09/27/1922
johnf102,Footer Johnson,06/15/1958
johnf103,Frank Johnson,09/07/1966
johnf104,Fred Johnston,06/29/1924
johng001,Gary Johnson,04/26/2003
johng101,Greg Johnston,07/27/1979
johnh001,Howard Johnson,04/14/1982
johnh101,Hank Johnson,04/17/1925
johnj001,John Henry Johnson,04/10/1978
johnj002,Jay Johnstone,07/30/1966
johnj003,Joe Johnson,07/25/1985
johnj004,Jeff Johnson,06/05/1991
johnj005,Joel Johnston,09/05/1991
johnj006,John Johnstone,09/03/1993
johnj007,Jason Johnson,08/27/1997
johnj008,Jonathan Johnson,09/27/1998
johnj009,Josh Johnson,09/10/2005
johnj010,Jim Johnson,07/29/2006
johnj101,Lou Johnson,09/11/1894
johnj102,Jing Johnson,06/27/1916
johnj103,Johnny Johnson,04/19/1944
johnj104,Jerry Johnson,07/17/1968
johnj105,Jim Johnson,04/13/1970
johnj106,Johnny Johnston,04/10/1913
johnj107,Jimmy Johnston,05/03/1911
johnk001,Keith Johns,05/23/1998
johnk002,Keith Johnson,04/17/2000
johnk003,Kelly Johnson,05/29/2005
johnk004,Kris Johnson,08/18/2013
johnk101,Ken Johnson,09/18/1947
johnk102,Ken Johnson,09/13/1958
johnl001,Lance Johnson,07/10/1987
johnl101,Lamar Johnson,05/18/1974
johnl102,Lloyd Johnson,04/21/1934
johnl103,Larry Johnson,10/03/1972
johnl104,Lou Johnson,04/17/1960
johnm001,Mark Johnson,04/26/1995
johnm002,Mike Johnson,04/06/1997
johnm003,Mark Johnson,09/14/1998
johnm004,Mark Johnson,04/07/2000
johnm005,Mike Johnston,04/07/2004
johnm006,Micah Johnson,04/06/2015
johnm101,Mike Johnson,07/25/1974
johnn001,Nick Johnson,08/21/2001
johno101,Otis Johnson,04/12/1911
johno102,Ollie Johns,09/24/1905
johnp001,Pierce Johnson,05/19/2017
johnp101,Pete Johns,08/25/1915
johnp102,Paul Johnson,09/13/1920
johnr001,Randy Johnson,04/27/1982
johnr002,Ron Johnson,09/12/1982
johnr003,Roy Johnson,07/03/1982
johnr004,Rondin Johnson,09/03/1986
johnr005,Randy Johnson,09/15/1988
johnr006,Russ Johnson,04/08/1997
johnr007,Rontrez Johnson,03/31/2003
johnr008,Reed Johnson,04/17/2003
johnr009,Rob Johnson,09/04/2007
johnr101,Randy Johnson,07/05/1980
johnr102,Roy Johnson,04/18/1929
johnr103,Roy Johnson,08/07/1918
johnr104,Rankin Johnson,04/20/1914
johnr105,Rankin Johnson,04/17/1941
johnr106,Dick Johnston,08/12/1884
johnr107,Rex Johnston,04/15/1964
johns001,Steve Johnson,07/15/2012
johns002,Sherman Johnson,09/19/2018
johns101,Syl Johnson,04/24/1922
johns102,Stan Johnson,09/18/1960
johns103,Si Johnson,09/11/1928
johns104,Spud Johnson,04/18/1889
johnt001,Tommy John,09/06/1963
johnt002,Tyler Johnson,09/06/2005
johnt101,Tony Johnson,09/27/1981
johnt102,Tim Johnson,04/24/1973
johnt103,Tom Johnson,09/10/1974
johnt104,Tommy Johns,05/14/1873
johnv101,Vic Johnson,05/03/1944
johnw001,Wallace Johnson,09/08/1981
johnw101,Ellis Johnson,07/06/1912
johnw102,Walter Johnson,08/02/1907
johny104,Youngy Johnson,04/29/1897
joinr101,Roy Joiner,04/30/1934
jokie001,Eric Jokisch,09/07/2014
jok-s101,Stan Jok,04/13/1954
jolld101,Dave Jolly,05/09/1953
jolls101,Smead Jolley,04/17/1930
jonea001,Al Jones,08/06/1983
jonea002,Andruw Jones,08/15/1996
jonea003,Adam Jones,07/14/2006
jonea101,Art Jones,04/23/1932
jonea102,Alex Jones,09/25/1889
joneb001,Bob Jones,10/01/1974
joneb002,Barry Jones,07/18/1986
joneb003,Bobby Jones,08/14/1993
joneb004,Bobby Jones,05/18/1997
joneb005,Brandon Jones,09/16/2007
joneb101,Bill Jones,06/20/1911
joneb102,Bill Jones,07/17/1884
joneb103,Bob Jones,04/11/1917
joneb104,Binky Jones,04/15/1924
joneb105,Broadway Jones,07/04/1923
joneb106,Bumpus Jones,10/15/1892
jonec001,Chris Jones,06/08/1985
jonec002,Chris Jones,04/21/1991
jonec003,Calvin Jones,06/14/1991
jonec004,Chipper Jones,09/11/1993
jonec101,Cobe Jones,09/27/1928
jonec102,Cleon Jones,09/14/1963
jonec103,Clarence Jones,04/20/1967
jonec104,Charley Jones,05/04/1875
jonec105,Charlie Jones,06/28/1884
jonec106,Charlie Jones,05/02/1901
jonec107,Cowboy Jones,06/24/1898
joned001,Doug Jones,04/09/1982
joned002,Dax Jones,07/11/1996
joned101,Deacon Jones,09/08/1962
joned102,Dalton Jones,04/17/1964
joned103,Dick Jones,09/11/1926
joned104,Davy Jones,09/15/1901
joned105,Darryl Jones,06/06/1979
joned106,Dale Jones,09/07/1941
joned107,Deacon Jones,09/23/1916
joned108,,05/17/1882
jonee101,Elijah Jones,04/13/1907
jonee102,Earl Jones,07/06/1945
jonef101,Frank Jones,07/02/1884
jonef102,Fielder Jones,04/18/1896
joneg001,Greg Jones,07/30/2003
joneg002,Garrett Jones,05/15/2007
joneg101,Gordon Jones,08/06/1954
joneg102,Gary Jones,09/25/1970
joneh001,Hunter Jones,04/20/2009
joneh101,Howie Jones,09/05/1921
joneh102,Henry Jones,04/22/1890
joneh103,Hal Jones,04/25/1961
joneh104,Henry Jones,08/20/1884
jonej001,Jeff Jones,04/10/1980
jonej002,Jimmy Jones,09/21/1986
jonej003,Jacque Jones,06/09/1999
jonej004,Jason Jones,07/23/2003
jonej005,James Jones,04/18/2014
jonej006,JaCoby Jones,08/30/2016
jonej007,Jahmai Jones,08/31/2020
jonej101,Jeff Jones,04/04/1983
jonej102,Ri Jones,08/13/1883
jonej103,John Jones,09/26/1923
jonej104,Johnny Jones,04/24/1919
jonej105,Jim Jones,06/29/1897
jonej106,Jake Jones,09/20/1941
jonej107,Jack (DA) Jones,07/09/1883
jonek101,Ken Jones,05/19/1924
jonel001,Lynn Jones,04/13/1979
jonel101,Levin Jones,05/14/1873
jonem001,Mike Jones,09/06/1980
jonem002,Marcus Jones,07/17/2000
jonem003,Mitch Jones,06/16/2009
jonem101,Mike Jones,08/01/1890
jonem102,Mack Jones,07/13/1961
jonen001,Nate Jones,04/08/2012
jonen101,Nippy Jones,06/09/1946
joneo001,Odell Jones,09/11/1975
joneo101,Oscar Jones,04/20/1903
jonep101,Percy Jones,08/06/1920
joner001,Ross Jones,04/02/1984
joner002,Ruppert Jones,08/01/1976
joner003,Ricky Jones,09/03/1986
joner004,Ron Jones,08/26/1988
joner005,Ryder Jones,06/24/2017
joner101,Randy Jones,06/16/1973
joner102,Rick Jones,04/18/1976
joner103,Red Jones,04/16/1940
jones001,Stacy Jones,07/30/1991
jones101,Steve Jones,08/15/1967
jones102,Sherman Jones,08/02/1960
jones103,Sheldon Jones,09/09/1946
jones104,Sad Sam Jones,06/13/1914
jones105,Sam Jones,09/22/1951
jonet001,Tracy Jones,04/07/1986
jonet002,Tim Jones,07/26/1988
jonet003,Todd Jones,07/07/1993
jonet004,Terry Jones,09/08/1996
jonet005,Taylor Jones,07/26/2020
jonet101,Timothy Jones,09/04/1977
jonet102,Tex Jones,04/13/1911
jonet103,Tom Jones,08/25/1902
joneu102,,07/14/1884
joneu103,,04/30/1885
jonew101,Willie Jones,09/10/1947
jonnb101,Bubber Jonnard,10/01/1920
jonnc101,Claude Jonnard,10/01/1921
joose101,Eddie Joost,09/11/1936
jordb001,Brian Jordan,04/08/1992
jordb101,Buck Jordan,09/15/1927
jordc101,Charlie Jordan,07/31/1896
jordd101,Dutch Jordan,04/25/1903
jordh101,Harry Jordan,09/25/1894
jordj101,Jimmy Jordan,04/20/1933
jordk001,Kevin Jordan,08/08/1995
jordm101,Milt Jordan,04/16/1953
jordm102,Mike Jordan,08/21/1890
jordn101,Niles Jordan,08/26/1951
jordr001,Ricky Jordan,07/17/1988
jordr002,Ricardo Jordan,06/23/1995
jordr101,Rip Jordan,06/25/1912
jords001,Scott Jordan,09/02/1988
jords101,Slats Jordan,09/28/1901
jordt001,Taylor Jordan,06/29/2013
jordt101,Tim Jordan,08/10/1901
jordt102,Tom Jordan,09/04/1944
jorga101,Arndt Jorgens,04/26/1929
jorgf001,Felix Jorge,07/01/2017
jorgm001,Mike Jorgensen,09/10/1968
jorgo101,Orville Jorgens,04/19/1935
jorgp101,Pinky Jorgensen,09/14/1937
jorgr001,Ryan Jorgensen,08/08/2005
jorgs101,Spider Jorgensen,04/15/1947
jorgt001,Terry Jorgensen,09/10/1989
josec001,Corban Joseph,05/13/2013
josec002,Caleb Joseph,05/07/2014
josed001,Donnie Joseph,07/11/2013
josed101,Duane Josephson,09/15/1965
josef001,Felix Jose,09/02/1988
josek001,Kevin Joseph,08/01/2002
joser101,Rick Joseph,06/18/1964
joset001,Tommy Joseph,05/13/2016
joshv101,Von Joshua,09/02/1969
jossa101,Addie Joss,04/26/1902
jourj001,Jimmy Journell,06/29/2003
jourt101,Ted Jourdan,09/18/1916
joycb101,Bill Joyce,04/19/1890
joycb102,Bob Joyce,05/04/1939
joycd101,Dick Joyce,09/03/1965
joycm001,Matt Joyce,05/05/2008
joycm101,Mike Joyce,07/02/1962
joycu101,George Joyce,08/14/1886
joynw001,Wally Joyner,04/08/1986
joy-p101,Pop Joy,06/03/1884
juddm001,Mike Judd,09/28/1997
juddo101,Oscar Judd,04/16/1941
juddr101,Ralph Judd,10/02/1927
judef101,Frank Jude,07/09/1906
judej001,Jeff Juden,09/15/1991
judga001,Aaron Judge,08/13/2016
judgj101,Joe Judge,09/20/1915
judnw101,Wally Judnich,04/16/1940
judsh101,Howie Judson,04/22/1948
judyj001,Josh Judy,05/22/2011
judyl101,Lyle Judy,09/17/1935
juelr101,Red Juelich,05/30/1939
julij001,Jorge Julio,04/26/2001
jumog101,George Jumonville,09/13/1940
junge001,Eric Junge,09/11/2002
jungk101,Ken Jungels,09/15/1937
jungt001,Taylor Jungmann,06/09/2015
junij001,Jake Junis,04/12/2017
juraa001,Ariel Jurado,05/19/2018
jurae001,Ed Jurak,06/30/1982
jurem101,Mike Jurewicz,09/07/1965
jurgb101,Billy Jurges,05/04/1931
juria101,Al Jurisich,04/26/1944
jurrj001,Jair Jurrjens,08/15/2007
justd001,David Justice,05/24/1989
justj101,Joe Just,05/13/1944
justw101,Walt Justis,07/12/1905
jutzs101,Skip Jutze,09/01/1972
juulh101,Herold Juul,04/24/1914
juulh102,Herb Juul,07/11/1911
kaaik001,Kila Ka'aihue,09/04/2008
kaatj101,Jim Kaat,08/02/1959
kaczk001,Kevin Kaczmarski,06/24/2018
kadij101,Jack Kading,09/12/1910
kafoj101,Jake Kafora,10/05/1913
kahdi101,Ike Kahdot,09/05/1922
kahlb101,Bob Kahle,04/21/1938
kahlg101,George Kahler,08/13/1910
kahln101,Nick Kahl,05/02/1905
kahno101,Owen Kahn,05/24/1930
kahnt001,Tommy Kahnle,04/03/2014
kahom101,Mike Kahoe,09/22/1895
kaind101,Don Kainer,09/06/1980
kaisa101,Al Kaiser,04/18/1911
kaisb101,Bob Kaiser,09/03/1971
kaisd101,Don Kaiser,07/20/1955
kaisg101,George Kaiserling,04/20/1914
kaisj001,Jeff Kaiser,04/11/1985
kalaj101,John Kalahan,09/29/1903
kalbc101,Charlie Kalbfus,04/18/1884
kalfb101,Bill Kalfass,09/15/1937
kalia101,Al Kaline,06/25/1953
kalif101,Frank Kalin,09/25/1940
kalir001,Ryan Kalish,07/31/2010
kallr101,Rudy Kallio,04/25/1918
kamir001,Rob Kaminsky,08/16/2020
kamis001,Scott Kamieniecki,06/18/1991
kammb101,Bob Kammeyer,07/03/1978
kammw101,Willie Kamm,04/18/1923
kampa101,Alex Kampouris,07/31/1934
kampi101,Ike Kamp,09/16/1924
kanef101,Frank Kane,09/13/1915
kaneh101,Harry Kane,08/08/1902
kanej101,Jerry Kane,05/02/1890
kanej102,John Kane,09/03/1925
kanej103,John Kane,04/11/1907
kanej104,Jim Kane,04/21/1908
kaner101,Rod Kanehl,04/15/1962
kanet101,Tom Kane,08/03/1938
kangj001,Jung Ho Kang,04/08/2015
kante101,Erv Kantlehner,04/17/1914
kaplg001,Gabe Kapler,09/20/1998
kapph101,Heinie Kappel,05/22/1887
kappj101,Joe Kappel,05/26/1884
kaprj001,James Kaprielian,08/16/2020
karcm001,Matt Karchner,07/18/1995
kardp101,Paul Kardow,07/01/1936
karge101,Ed Karger,04/15/1906
karij001,James Karinchak,09/14/2019
karkr001,Ron Karkovice,08/17/1986
karla101,Andy Karl,04/24/1943
karlb101,Bill Karlon,04/28/1930
karls001,Scott Karl,05/04/1995
karnb101,Bill Karns,08/01/1901
karnj001,Jason Karnuth,04/20/2001
karnn001,Nathan Karns,05/28/2013
karom101,Marty Karow,06/21/1927
karph101,Herb Karpel,04/19/1946
karpr001,Ryan Karp,06/23/1995
karrb101,Benn Karr,04/20/1920
karre001,Eric Karros,09/01/1991
karsj001,Jeff Karstens,08/22/2006
karsj101,John Karst,10/06/1915
karss001,Steve Karsay,08/17/1993
kasht001,Takashi Kashiwada,05/01/1997
kaske101,Eddie Kasko,04/18/1957
katam001,Matt Kata,06/15/2003
katoj101,Jack Katoll,09/09/1898
kattr101,Ray Katt,09/16/1952
katzb101,Bob Katz,05/12/1944
kaufb101,Benny Kauff,04/20/1912
kaufc001,Curt Kaufman,09/10/1982
kaufd101,Dick Kauffman,09/17/1914
kauft101,Tony Kaufmann,09/23/1921
kavac101,Charlie Kavanagh,06/11/1914
kaval101,Leo Kavanagh,04/22/1914
kavam101,Marty Kavanagh,04/18/1914
kavau101,James Cavanagh,09/11/1872
