Link,Name,From-Team,From-Franchise,# Transactions,# Players Traded Away,# Players Traded For,# Players Total,First Year,Last Year,Year Span,Ongoing,Comp Picks,total_WAR_out,total_WAR_in,WAR_total,total_G_out,total_G_in,G_total,total_PA_out,total_PA_in,PA_total,total_IP_out,total_IP_in,IP_total,total_salary_out,total_salary_in,salary_total
<a href=/player/ahmen001>ahmen001</a>,Nick Ahmed,Atlanta Braves,BRAVES,4,10,11,21,2013,2019,6,Yes,0,22.68,8.16,-14.52,2194,1203,-991,6430,4358,-2072,1394.0,147.0,-1247.0,14250000.0,0.0,-14250000.0
<a href=/player/aikew001>aikew001</a>,Willie Aikens,California Angels,ANGELS,4,5,7,12,1979,1983,4,No,0,17.81,3.93,-13.88,1525,241,-1284,5870,846,-5024,0.0,43.0,43.0,0.0,0.0,0.0
<a href=/player/aikew001>aikew001</a>,Willie Aikens,Kansas City Royals,ROYALS,1,1,1,2,1983,1986,3,No,0,-0.87,1.59,2.46,105,338,233,289,1129,840,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/ainse101>ainse101</a>,Eddie Ainsmith,Washington Senators,TWINS,3,5,4,9,1919,1933,14,No,0,-0.71,14.2,14.91,37,1313,1276,32,5773,5741,106.0,0.0,-106.0,34200.0,0.0,-34200.0
<a href=/player/ainse101>ainse101</a>,Eddie Ainsmith,Boston Red Sox,RSOX,1,3,1,4,1919,1919,0,No,0,4.45,1.63,-2.82,567,133,-434,1739,583,-1156,282.0,0.0,-282.0,0.0,0.0,0.0
<a href=/player/ainsk001>ainsk001</a>,Kurt Ainsworth,San Francisco Giants,GIANTS,1,3,1,4,2003,2003,0,No,0,-1.54,0.88,2.42,20,20,0,0,25,25,251.0,204.0,-47.0,1852000.0,0.0,-1852000.0
<a href=/player/akerb101>akerb101</a>,Bill Akers,Boston Braves,BRAVES,1,3,1,4,1932,1937,5,No,0,0.0,10.04,10.04,0,601,601,0,2506,2506,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/akerd001>akerd001</a>,Darrel Akerfelds,Seattle Mariners,MARNRS,1,2,2,4,1983,1987,4,No,0,2.3,0.84,-1.46,79,391,312,1,1067,1066,329.0,228.0,-101.0,0.0,0.0,0.0
<a href=/player/akerd001>akerd001</a>,Darrel Akerfelds,Oakland Athletics,ATLTCS,1,2,1,3,1987,1987,0,No,0,-0.62,0.31,0.93,21,61,40,12,249,237,224.0,0.0,-224.0,0.0,0.0,0.0
<a href=/player/akerj101>akerj101</a>,Jerry Akers,Washington Senators,TWINS,1,3,1,4,1912,1916,4,No,0,0.0,13.55,13.55,0,546,546,0,2246,2246,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/akerj102>akerj102</a>,Jack Aker,Seattle Pilots,BREWRS,6,9,7,16,1969,1976,7,No,0,9.24,16.25,7.01,956,826,-130,2252,2810,558,990.0,497.0,-493.0,176100.0,0.0,-176100.0
<a href=/player/akerj102>akerj102</a>,Jack Aker,New York Yankees,YANKS,1,1,1,2,1972,1973,1,No,0,0.4,-0.69,-1.09,190,137,-53,14,442,428,392.0,0.0,-392.0,0.0,0.0,0.0
<a href=/player/albaj001>albaj001</a>,Jonathan Albaladejo,Washington Nationals,NATEX,3,4,4,8,2007,2019,12,No,0,2.72,11.59,8.87,309,1013,704,948,605,-343,294.0,1476.0,1182.0,5000000.0,0.0,-5000000.0
<a href=/player/albeb101>albeb101</a>,Butch Alberts,California Angels,ANGELS,1,2,1,3,1977,1977,0,No,0,-0.09,0.0,0.09,9,0,-9,25,0,-25,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/albem001>albem001</a>,Matt Albers,Houston Astros,ASTROS,1,5,1,6,2007,2009,2,No,0,11.62,3.81,-7.81,860,316,-544,1797,1340,-457,1330.0,0.0,-1330.0,382000.0,0.0,-382000.0
<a href=/player/albem001>albem001</a>,Matt Albers,Boston Red Sox,RSOX,1,2,1,3,2012,2015,3,No,0,0.39,1.0,0.61,46,199,153,0,0,0,63.0,597.0,534.0,1075000.0,0.0,-1075000.0
<a href=/player/albem001>albem001</a>,Matt Albers,Arizona Diamondbacks,DBACKS,3,6,6,12,2012,2021,9,No,0,44.83,10.87,-33.96,1441,607,-834,2691,1018,-1673,5272.0,2512.0,-2760.0,11602833.0,0.0,-11602833.0
<a href=/player/albua001>albua001</a>,Al Alburquerque,Chicago Cubs,CUBS,2,2,3,5,2009,2012,3,No,0,-0.35,1.63,1.98,15,283,268,37,804,767,0.0,0.0,0.0,1375000.0,0.0,-1375000.0
<a href=/player/alcaa001>alcaa001</a>,Arismendy Alcantara,Chicago Cubs,CUBS,1,1,1,2,2016,2016,0,No,0,-0.34,0.6,0.94,16,48,32,19,128,109,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alcaj001>alcaj001</a>,Jorge Alcala,Houston Astros,ASTROS,1,2,1,3,2018,2018,0,Yes,0,0.45,1.4,0.95,104,28,-76,62,0,-62,256.0,70.0,-186.0,0.0,0.0,0.0
<a href=/player/alcal101>alcal101</a>,Luis Alcaraz,Kansas City Royals,ROYALS,1,2,1,3,1971,1972,1,No,0,0.0,-0.92,-0.92,0,116,116,0,287,287,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alcar001>alcar001</a>,Raul Alcantara,Boston Red Sox,RSOX,1,3,2,5,2011,2013,2,No,0,15.82,0.39,-15.43,609,113,-496,2364,219,-2145,139.0,132.0,-7.0,0.0,0.0,0.0
<a href=/player/alcas001>alcas001</a>,Sandy Alcantara,St. Louis Cardinals,CARDS,1,4,1,5,2017,2019,2,No,0,8.96,4.59,-4.37,386,278,-108,632,1177,545,1696.0,0.0,-1696.0,0.0,0.0,0.0
<a href=/player/alcas002>alcas002</a>,Sergio Alcantara,Arizona Diamondbacks,DBACKS,1,3,1,4,2017,2017,0,No,0,-1.37,2.41,3.78,123,62,-61,423,257,-166,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alcas101>alcas101</a>,Santo Alcala,Cincinnati Reds,REDS,3,3,4,7,1977,1981,4,No,1,4.46,6.7,2.24,270,473,203,27,1574,1547,1438.0,25.0,-1413.0,0.0,0.0,0.0
<a href=/player/alcav001>alcav001</a>,Victor Alcantara,Anaheim Angels,ANGELS,1,1,1,2,2016,2017,1,No,0,1.15,1.49,0.34,87,93,6,0,387,387,240.0,0.0,-240.0,0.0,0.0,0.0
<a href=/player/aldrj001>aldrj001</a>,Jay Aldrich,Milwaukee Brewers,BREWRS,1,1,1,2,1989,1989,0,No,0,0.03,-0.38,-0.41,16,15,-1,1,50,49,37.0,0.0,-37.0,0.0,0.0,0.0
<a href=/player/aldrm001>aldrm001</a>,Mike Aldrete,San Francisco Giants,GIANTS,2,2,2,4,1988,1989,1,No,0,0.15,-0.12,-0.27,268,110,-158,666,278,-388,0.0,0.0,0.0,460000.0,0.0,-460000.0
<a href=/player/aldrm001>aldrm001</a>,Mike Aldrete,Oakland Athletics,ATLTCS,1,1,1,2,1995,1995,0,No,0,-0.45,0.0,0.45,49,0,-49,71,0,-71,0.0,0.0,0.0,430000.0,0.0,-430000.0
<a href=/player/aldrm001>aldrm001</a>,Mike Aldrete,California Angels,ANGELS,1,1,1,2,1996,1996,0,No,0,0.02,-0.12,-0.14,33,12,-21,77,0,-77,3.0,46.0,43.0,250000.0,0.0,-250000.0
<a href=/player/aldrs001>aldrs001</a>,Scott Aldred,Tampa Bay Devil Rays,RAYS,1,1,1,2,1999,1999,0,No,0,0.33,0.0,-0.33,104,0,-104,1,0,-1,158.0,0.0,-158.0,545000.0,0.0,-545000.0
<a href=/player/aldrv101>aldrv101</a>,Vic Aldridge,LosAngeles,LosAngeles,1,2,5,7,1922,1922,0,No,0,14.87,0.0,-14.87,633,0,-633,2280,0,-2280,2159.0,0.0,-2159.0,0.0,0.0,0.0
<a href=/player/aldrv101>aldrv101</a>,Vic Aldridge,Chicago Cubs,CUBS,1,3,3,6,1924,1926,2,No,0,29.39,2.01,-27.38,1120,155,-965,4097,410,-3687,1929.0,802.0,-1127.0,13500.0,0.0,-13500.0
<a href=/player/aldrv101>aldrv101</a>,Vic Aldridge,Pittsburgh Pirates,PIRATS,2,2,3,5,1928,1930,2,No,0,-1.29,12.5,13.79,66,180,114,61,239,178,505.0,1746.0,1241.0,0.0,0.0,0.0
<a href=/player/alexa001>alexa001</a>,A.J. Alexy,Los Angeles Dodgers,DOGRS,1,3,1,4,2017,2017,0,No,0,-1.3,0.52,1.82,240,18,-222,874,20,-854,69.0,149.0,80.0,0.0,0.0,0.0
<a href=/player/alexb101>alexb101</a>,Bob Alexander,Portland,Portland,1,1,1,2,1954,1954,0,No,0,-0.58,0.0,0.58,8,0,-8,0,0,0,12.0,0.0,-12.0,0.0,0.0,0.0
<a href=/player/alexb101>alexb101</a>,Bob Alexander,Chicago Cubs,CUBS,1,1,1,2,1957,1957,0,No,0,-0.32,0.0,0.32,10,0,-10,1,0,-1,21.0,0.0,-21.0,0.0,0.0,0.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,Los Angeles Dodgers,DOGRS,3,10,5,15,1971,1976,5,No,0,18.58,22.72,4.14,838,611,-227,2013,960,-1053,3623.0,2900.0,-723.0,259900.0,0.0,-259900.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,Baltimore Orioles,ORLS,10,21,19,40,1976,1994,18,No,3,48.77,85.06,36.29,2260,4349,2089,4427,10615,6188,10756.0,13691.0,2935.0,713333.0,0.0,-713333.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,Texas Rangers,RNGRS,2,4,4,8,1979,1981,2,No,0,4.64,-2.56,-7.2,264,133,-131,467,246,-221,1400.0,101.0,-1299.0,150000.0,0.0,-150000.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,Atlanta Braves,BRAVES,1,1,2,3,1980,1981,1,No,0,3.53,0.68,-2.85,48,52,4,58,15,-43,457.0,232.0,-225.0,150000.0,0.0,-150000.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,San Francisco Giants,GIANTS,1,1,2,3,1982,1984,2,No,0,-1.33,0.77,2.1,24,94,70,0,34,34,285.0,427.0,142.0,0.0,0.0,0.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,Toronto Blue Jays,BJAYS,1,1,1,2,1986,1995,9,No,0,3.76,10.47,6.71,67,453,386,87,0,-87,705.0,1952.0,1247.0,700000.0,0.0,-700000.0
<a href=/player/alexd001>alexd001</a>,Doyle Alexander,Atlanta Braves,BRAVES,1,1,1,2,1987,2008,21,No,0,6.3,69.53,63.23,78,1409,1331,0,1151,1151,1621.0,10185.0,8564.0,650000.0,0.0,-650000.0
<a href=/player/alexd101>alexd101</a>,Dale Alexander,Detroit Tigers,TIGRS,1,2,1,3,1932,1933,1,No,0,12.96,0.98,-11.98,710,94,-616,2975,392,-2583,0.0,0.0,0.0,13000.0,0.0,-13000.0
<a href=/player/alexd101>alexd101</a>,Dale Alexander,Toronto,Toronto,1,2,3,5,1928,1933,5,No,0,9.1,0.0,-9.1,535,0,-535,1990,0,-1990,281.0,0.0,-281.0,0.0,0.0,0.0
<a href=/player/alexg001>alexg001</a>,Gerald Alexander,Texas Rangers,RNGRS,1,2,1,3,1993,1993,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alexg101>alexg101</a>,Gary Alexander,San Francisco Giants,GIANTS,4,14,8,22,1978,1992,14,No,0,8.18,23.62,15.44,767,1277,510,1656,1600,-56,2714.0,7759.0,5045.0,0.0,0.0,0.0
<a href=/player/alexg101>alexg101</a>,Gary Alexander,Oakland Athletics,ATLTCS,1,1,1,2,1978,1980,2,No,0,0.61,-1.7,-2.31,276,108,-168,978,402,-576,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alexg101>alexg101</a>,Gary Alexander,Cleveland Indians,INDINS,6,11,12,23,1980,2011,31,No,2,35.2,55.22,20.02,1530,2690,1160,5654,9199,3545,2682.0,4370.0,1688.0,1767500.0,0.0,-1767500.0
<a href=/player/alexg102>alexg102</a>,Pete Alexander,Philadelphia Phillies,PHILS,5,11,13,24,1917,1929,12,No,0,74.14,17.51,-56.63,2587,762,-1825,7576,2068,-5508,10093.0,3446.0,-6647.0,21000.0,0.0,-21000.0
<a href=/player/alexg102>alexg102</a>,Pete Alexander,St. Louis Cardinals,CARDS,1,2,2,4,1929,1932,3,No,0,0.24,-1.21,-1.45,299,26,-273,578,77,-501,65.0,0.0,-65.0,7500.0,0.0,-7500.0
<a href=/player/alexm001>alexm001</a>,Manny Alexander,Baltimore Orioles,ORLS,1,2,1,3,1997,1998,1,No,0,0.7,0.0,-0.7,54,0,-54,161,0,-161,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alexm001>alexm001</a>,Manny Alexander,New York Mets,METS,7,15,13,28,1997,2005,8,No,0,5.2,5.1,-0.1,1347,1947,600,1609,2988,1379,2422.0,1675.0,-747.0,19588333.0,0.0,-19588333.0
<a href=/player/alexm001>alexm001</a>,Manny Alexander,Chicago Cubs,CUBS,1,1,1,2,1999,2001,2,No,0,-0.72,0.18,0.9,101,185,84,209,645,436,0.0,0.0,0.0,475000.0,0.0,-475000.0
<a href=/player/alexm001>alexm001</a>,Manny Alexander,Texas Rangers,RNGRS,1,1,1,2,2005,2005,0,No,0,-0.38,0.0,0.38,32,0,-32,60,0,-60,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alexm101>alexm101</a>,Matt Alexander,Chicago Cubs,CUBS,1,1,1,2,1975,1975,0,No,0,-1.9,0.0,1.9,214,0,-214,88,0,-88,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alexs001>alexs001</a>,Scott Alexander,Kansas City Royals,ROYALS,1,3,2,5,2018,2021,3,No,0,0.86,-0.68,-1.54,242,21,-221,6,43,37,333.0,41.0,-292.0,0.0,0.0,0.0
<a href=/player/alfaj002>alfaj002</a>,Jorge Alfaro,Texas Rangers,RNGRS,5,14,16,30,2015,2021,6,Yes,0,11.03,13.28,2.25,790,293,-497,1664,16,-1648,2536.0,2164.0,-372.0,3762500.0,0.0,-3762500.0
<a href=/player/alfaj002>alfaj002</a>,Jorge Alfaro,Philadelphia Phillies,PHILS,1,4,1,5,2019,2021,2,Yes,0,1.81,9.39,7.58,260,326,66,876,1325,449,117.0,0.0,-117.0,0.0,0.0,0.0
<a href=/player/alfoa001>alfoa001</a>,Antonio Alfonseca,Florida Marlins,MARLNS,7,9,16,25,2002,2013,11,No,0,71.73,23.4,-48.33,3136,1557,-1579,9615,1244,-8371,3483.0,5887.0,2404.0,18420219.0,0.0,-18420219.0
<a href=/player/alfoe001>alfoe001</a>,Edgardo Alfonzo,San Francisco Giants,GIANTS,1,1,1,2,2005,2006,1,No,0,-0.63,1.13,1.76,18,139,121,52,481,429,0.0,0.0,0.0,7500000.0,0.0,-7500000.0
<a href=/player/alfoe002>alfoe002</a>,Eliezer Alfonzo,St. Louis Cardinals,CARDS,1,3,1,4,2000,2003,3,No,0,0.9,5.69,4.79,122,488,366,2,2221,2219,248.0,0.0,-248.0,0.0,0.0,0.0
<a href=/player/alicl001>alicl001</a>,Luis Alicea,St. Louis Cardinals,CARDS,1,1,2,3,1994,1995,1,No,0,2.28,0.0,-2.28,132,0,-132,511,0,-511,0.0,0.0,0.0,650000.0,0.0,-650000.0
<a href=/player/allaa001>allaa001</a>,Andy Allanson,Kansas City Royals,ROYALS,1,1,1,2,1991,1991,0,No,0,0.24,0.0,-0.24,60,0,-60,160,0,-160,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/allab101>allab101</a>,Brian Allard,Texas Rangers,RNGRS,4,10,10,20,1980,1987,7,No,0,9.35,8.94,-0.41,686,425,-261,1581,631,-950,2721.0,2684.0,-37.0,817500.0,0.0,-817500.0
<a href=/player/allak001>allak001</a>,Kolby Allard,Atlanta Braves,BRAVES,1,1,1,2,2019,2021,2,No,0,-0.75,1.69,2.44,54,146,92,4,0,-4,611.0,237.0,-374.0,0.0,0.0,0.0
<a href=/player/allea001>allea001</a>,Austin Allen,San Diego Padres,PADRS,1,2,1,3,2019,2021,2,Yes,0,-0.02,1.34,1.36,18,193,175,40,614,574,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alleb001>alleb001</a>,Brandon Allen,Chicago White Sox,WSOX,1,1,1,2,2009,2011,2,No,0,-0.56,0.39,0.95,65,106,41,209,0,-209,0.0,471.0,471.0,0.0,0.0,0.0
<a href=/player/alleb001>alleb001</a>,Brandon Allen,Arizona Diamondbacks,DBACKS,2,3,3,6,2011,2016,5,Yes,0,1.57,7.2,5.63,125,680,555,165,7,-158,265.0,1007.0,742.0,0.0,0.0,0.0
<a href=/player/alleb105>alleb105</a>,Bernie Allen,Minnesota Twins,TWINS,2,3,2,5,1966,1968,2,No,0,10.51,0.41,-10.1,831,108,-723,1841,6,-1835,1694.0,215.0,-1479.0,90000.0,0.0,-90000.0
<a href=/player/alleb105>alleb105</a>,Bernie Allen,Texas Rangers,RNGRS,17,39,29,68,1971,1988,17,No,0,50.9,56.03,5.13,3324,3490,166,10647,10376,-271,4537.0,8004.0,3467.0,592000.0,0.0,-592000.0
<a href=/player/alled001>alled001</a>,Dusty Allen,San Diego Padres,PADRS,1,1,1,2,2000,2000,0,No,0,0.34,-0.25,-0.59,18,11,-7,18,14,-4,0.0,0.0,0.0,200000.0,0.0,-200000.0
<a href=/player/alled101>alled101</a>,Dick Allen,Philadelphia Phillies,PHILS,5,9,11,20,1969,1977,8,No,0,2.27,5.62,3.35,374,740,366,889,1587,698,321.0,625.0,304.0,70000.0,0.0,-70000.0
<a href=/player/alled101>alled101</a>,Dick Allen,St. Louis Cardinals,CARDS,25,48,46,94,1970,1998,28,No,7,95.99,170.53,74.54,8773,8179,-594,24631,28802,4171,10540.0,4019.0,-6521.0,3173333.0,0.0,-3173333.0
<a href=/player/alled101>alled101</a>,Dick Allen,Los Angeles Dodgers,DOGRS,2,2,3,5,1971,1978,7,No,1,15.35,14.16,-1.19,348,364,16,1422,463,-959,0.0,3594.0,3594.0,125000.0,0.0,-125000.0
<a href=/player/alled101>alled101</a>,Dick Allen,Chicago White Sox,WSOX,2,3,3,6,1974,1979,5,No,0,6.89,4.63,-2.26,401,220,-181,1175,610,-565,453.0,189.0,-264.0,200000.0,0.0,-200000.0
<a href=/player/alled101>alled101</a>,Dick Allen,Atlanta Braves,BRAVES,3,7,6,13,1975,1986,11,No,0,13.14,5.38,-7.76,1203,1387,184,3551,4502,951,1023.0,3.0,-1020.0,0.0,0.0,0.0
<a href=/player/allee101>allee101</a>,Ethan Allen,Cincinnati Reds,REDS,4,9,4,13,1930,1932,2,No,0,-0.65,6.36,7.01,300,397,97,801,1584,783,303.0,0.0,-303.0,27500.0,0.0,-27500.0
<a href=/player/allee101>allee101</a>,Ethan Allen,New York Giants,GIANTS,3,11,6,17,1932,1949,17,No,0,15.21,55.77,40.56,1303,2528,1225,3690,9780,6090,2269.0,40.0,-2229.0,0.0,0.0,0.0
<a href=/player/allee101>allee101</a>,Ethan Allen,Philadelphia Phillies,PHILS,1,2,2,4,1936,1939,3,No,0,4.25,4.0,-0.25,195,450,255,507,1597,1090,830.0,231.0,-599.0,0.0,0.0,0.0
<a href=/player/allef101>allef101</a>,Frank Allen,Detroit Tigers,TIGRS,1,3,1,4,1909,1909,0,No,0,0.0,-0.16,-0.16,0,8,8,0,8,8,0.0,60.0,60.0,0.0,0.0,0.0
<a href=/player/alleg002>alleg002</a>,Greg Allen,Cleveland Indians,INDINS,1,3,6,9,2020,2020,0,Yes,0,0.62,-0.12,-0.74,5,36,31,4,78,74,57.0,44.0,-13.0,4100000.0,0.0,-4100000.0
<a href=/player/alleg002>alleg002</a>,Greg Allen,San Diego Padres,PADRS,1,1,1,2,2021,2021,0,Yes,0,0.42,0.0,-0.42,15,0,-15,48,0,-48,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/alleh104>alleh104</a>,Hank Allen,Washington Senators,RNGRS,1,2,1,3,1970,1970,0,No,0,4.46,0.11,-4.35,279,77,-202,994,154,-840,0.0,0.0,0.0,19000.0,0.0,-19000.0
<a href=/player/alleh104>alleh104</a>,Hank Allen,Milwaukee Brewers,BREWRS,1,3,1,4,1970,1971,1,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/allej001>allej001</a>,Jermaine Allensworth,Pittsburgh Pirates,PIRATS,1,1,1,2,1998,1998,0,No,0,0.02,0.0,-0.02,30,0,-30,91,0,-91,0.0,0.0,0.0,260000.0,0.0,-260000.0
<a href=/player/allej001>allej001</a>,Jermaine Allensworth,Kansas City Royals,ROYALS,1,1,1,2,1998,1998,0,No,0,-0.35,0.0,0.35,74,0,-74,143,0,-143,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/allej001>allej001</a>,Jermaine Allensworth,New York Mets,METS,1,1,1,2,1999,2000,1,No,0,0.0,-0.02,-0.02,0,48,48,0,92,92,0.0,0.0,0.0,284000.0,0.0,-284000.0
<a href=/player/allej102>allej102</a>,Johnny Allen,New York Yankees,YANKS,2,2,4,6,1935,1942,7,No,0,18.6,14.33,-4.27,322,396,74,390,481,91,2862.0,3424.0,562.0,13500.0,0.0,-13500.0
<a href=/player/allej102>allej102</a>,Johnny Allen,Brooklyn Dodgers,DOGRS,1,2,1,3,1942,1942,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/allej102>allej102</a>,Johnny Allen,Brooklyn Dodgers,DOGRS,3,7,5,12,1943,1947,4,No,0,-0.39,6.32,6.71,76,587,511,39,2174,2135,380.0,123.0,-257.0,0.0,0.0,0.0
<a href=/player/allel001>allel001</a>,Luke Allen,Los Angeles Dodgers,DOGRS,3,4,3,7,2003,2017,14,No,0,0.93,22.0,21.07,178,1603,1425,599,5763,5164,0.0,0.0,0.0,2830000.0,0.0,-2830000.0
<a href=/player/allel002>allel002</a>,Logan Allen,Boston Red Sox,RSOX,1,4,1,5,2015,2018,3,No,0,5.44,6.73,1.29,670,203,-467,2136,0,-2136,153.0,553.0,400.0,0.0,0.0,0.0
<a href=/player/allel002>allel002</a>,Logan Allen,San Diego Padres,PADRS,2,7,4,11,2019,2021,2,Yes,0,6.96,0.42,-6.54,597,36,-561,2267,75,-2192,192.0,42.0,-150.0,570500.0,0.0,-570500.0
<a href=/player/allel101>allel101</a>,Lloyd Allen,California Angels,ANGELS,3,4,5,9,1973,1975,2,No,0,-0.57,1.96,2.53,414,169,-245,1273,459,-814,189.0,261.0,72.0,0.0,0.0,0.0
<a href=/player/allen001>allen001</a>,Neil Allen,New York Mets,METS,1,2,1,3,1983,1989,6,No,0,-0.78,26.61,27.39,253,880,627,88,3684,3596,994.0,0.0,-994.0,0.0,0.0,0.0
<a href=/player/allen001>allen001</a>,Neil Allen,New York Yankees,YANKS,4,10,9,19,1986,1992,6,No,0,2.03,5.24,3.21,652,1255,603,1902,3999,2097,488.0,0.0,-488.0,400873.0,0.0,-400873.0
<a href=/player/aller001>aller001</a>,Rod Allen,Chicago White Sox,WSOX,6,11,9,20,1981,1994,13,No,0,14.41,9.4,-5.01,691,899,208,1049,2235,1186,4103.0,4503.0,400.0,1513333.0,0.0,-1513333.0
<a href=/player/aller001>aller001</a>,Rod Allen,Detroit Tigers,TIGRS,1,1,1,2,1985,1985,0,No,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/aller101>aller101</a>,Ron Allen,Philadelphia Phillies,PHILS,2,2,2,4,1970,1972,2,No,0,0.0,0.23,0.23,0,44,44,0,77,77,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/aller101>aller101</a>,Ron Allen,New York Mets,METS,1,1,1,2,1971,1971,0,No,0,-0.16,0.0,0.16,7,0,-7,14,0,-14,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/allim102>allim102</a>,Mack Allison,St.Louis Browns,ORLS,1,4,1,5,1913,1916,3,No,0,0.0,8.53,8.53,0,318,318,0,1249,1249,0.0,0.0,0.0,3200.0,0.0,-3200.0
<a href=/player/almaa001>almaa001</a>,Armando Almanza,St. Louis Cardinals,CARDS,7,12,11,23,1998,2019,21,Yes,4,10.35,24.54,14.19,1808,1669,-139,1715,5353,3638,2044.0,547.0,-1497.0,3363000.0,0.0,-3363000.0
<a href=/player/almac001>almac001</a>,Carlos Almanzar,Toronto Blue Jays,BJAYS,1,3,1,4,1998,2001,3,No,0,7.56,0.33,-7.23,451,52,-399,328,5,-323,2800.0,760.0,-2040.0,1787500.0,0.0,-1787500.0
<a href=/player/almac001>almac001</a>,Carlos Almanzar,San Diego Padres,PADRS,1,1,1,2,2001,2001,0,No,0,0.25,0.68,0.43,11,79,68,0,1,1,32.0,146.0,114.0,0.0,0.0,0.0
<a href=/player/almam101>almam101</a>,Mel Almada,Boston Red Sox,RSOX,3,7,5,12,1937,1940,3,No,0,25.02,12.69,-12.33,1633,702,-931,5994,2554,-3440,2353.0,1424.0,-929.0,33500.0,0.0,-33500.0
<a href=/player/almam101>almam101</a>,Mel Almada,Washington Senators,TWINS,1,1,1,2,1938,1942,4,No,0,0.82,4.51,3.69,144,290,146,624,1024,400,0.0,0.0,0.0,7000.0,0.0,-7000.0
<a href=/player/almoa001>almoa001</a>,Abraham Almonte,New York Yankees,YANKS,3,3,3,6,2013,2017,4,Yes,0,1.25,-0.52,-1.77,202,132,-70,196,0,-196,240.0,354.0,114.0,1765000.0,0.0,-1765000.0
<a href=/player/almoa001>almoa001</a>,Abraham Almonte,Seattle Mariners,MARNRS,1,2,1,3,2014,2014,0,No,0,0.26,-0.18,-0.44,70,32,-38,182,90,-92,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/almoa001>almoa001</a>,Abraham Almonte,San Diego Padres,PADRS,5,6,9,15,2015,2021,6,No,0,7.93,1.78,-6.15,582,405,-177,1491,448,-1043,1057.0,783.0,-274.0,1650000.0,0.0,-1650000.0
<a href=/player/almob001>almob001</a>,Bill Almon,San Diego Padres,PADRS,1,2,1,3,1979,1981,2,No,0,-0.61,-0.55,0.06,27,130,103,51,437,386,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/almob001>almob001</a>,Bill Almon,Pittsburgh Pirates,PIRATS,1,1,2,3,1987,1988,1,No,0,0.12,0.96,0.84,49,138,89,62,411,349,0.0,0.0,0.0,250000.0,0.0,-250000.0
<a href=/player/almob001>almob001</a>,Bill Almon,New York Mets,METS,1,1,2,3,1988,1990,2,No,0,-0.19,0.0,0.19,20,0,-20,31,0,-31,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/almoe002>almoe002</a>,Edwin Almonte,Chicago White Sox,WSOX,1,3,2,5,2003,2003,0,No,0,-0.24,0.07,0.31,72,67,-5,1,296,295,104.0,0.0,-104.0,0.0,0.0,0.0
<a href=/player/almom001>almom001</a>,Miguel Almonte,Kansas City Royals,ROYALS,1,1,1,2,2018,2018,0,No,0,-0.24,0.0,0.24,8,0,-8,0,0,0,21.0,0.0,-21.0,0.0,0.0,0.0
<a href=/player/almoy001>almoy001</a>,Yency Almonte,Anaheim Angels,ANGELS,1,1,1,2,2015,2020,5,Yes,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
<a href=/player/almoy001>almoy001</a>,Yency Almonte,Chicago White Sox,WSOX,3,5,6,11,2015,2017,2,Yes,0,4.1,2.11,-1.99,528,83,-445,250,0,-250,1065.0,220.0,-845.0,12535000.0,0.0,-12535000.0
