primary_date,transaction_id,player,typeof,from-franchise,from-team,to-franchise,to-team,info
20030603,1,aardd001,Da,,,GIANTS,SFN,
20111031,2,aardd001,Fg,MARNRS,SEA,,,
20120222,3,aardd001,F ,,,YANKS,NYA,
19520614,4,aaroh101,Fo,,,BRAVES,BSN,
19580528,5,aarot101,Fa,,,BRAVES,MLN,
19720606,6,aased001,Da,,,RSOX,BOS,
19841104,7,aased001,Fg,ANGELS,CAL,,,
19841213,8,aased001,F ,,,ORLS,BAL,
19881003,9,aased001,R ,ORLS,BAL,,,
19890220,10,aased001,F ,,,METS,NYN,
19891113,11,aased001,Fg,METS,NYN,,,
19900220,12,aased001,F ,,,DOGRS,LAN,
19901008,13,aased001,Fg,DOGRS,LAN,,,
19930603,14,abada001,Da,,,RSOX,BOS,
19991015,15,abada001,Fg,RSOX,BOS,,,
20001117,16,abada001,F ,,,ATLTCS,OAK,
20011015,17,abada001,Fg,ATLTCS,OAK,,,
20011125,18,abada001,F ,,,MARLNS,FLO,
20021015,19,abada001,Fg,MARLNS,FLO,,,
20030103,20,abada001,F ,,,RSOX,BOS,
20031117,21,abada001,R ,RSOX,BOS,,,
20031226,22,abada001,F ,,,PIRATS,PIT,
20041015,23,abada001,Fg,PIRATS,PIT,,,
20041115,24,abada001,F ,,,INDINS,CLE,
20051015,25,abada001,Fg,INDINS,CLE,,,
20051219,26,abada001,F ,,,REDS,CIN,
20061010,27,abada001,Fg,REDS,CIN,,,
20070116,28,abada001,F ,,,BREWRS,MIL,
20071029,29,abada001,Fg,BREWRS,MIL,,,
20021212,30,abadf001,Fa,,,ASTROS,HOU,
20121119,31,abadf001,F ,,,NATEX,WAS,
19020909,32,abbae101,P ,Nashville,Nashville,BRAVES,BSN,
19100701,33,abbae101,P ,PIRATS,PIT,BRAVES,BSN,
19100917,34,abbae101,R ,BRAVES,BSN,,,
18921000,35,abbeb101,R ,WSN,WSN,,,
18930000,36,abbeb101,U ,,,PIRATS,PIT,
19040810,37,abbof101,P ,INDINS,CLE,Columbus,Columbus,
19690605,38,abbog001,Da,,,ATLTCS,OAK,
19761105,39,abbog001,X ,ATLTCS,OAK,MARNRS,SEA,
19830823,42,abbog001,P ,MARNRS,SEA,TIGRS,DET,$100000
19840814,43,abbog001,R ,TIGRS,DET,,,
19850603,44,abboj001,Dn,,,BJAYS,TOR,
19880601,45,abboj001,Da,,,ANGELS,CAL,
19941223,46,abboj001,Fg,YANKS,NYA,,,
19950408,47,abboj001,F ,,,WSOX,CHA,
19970331,50,abboj001,R ,ANGELS,ANA,,,
19980527,51,abboj001,F ,,,WSOX,CHA,
19981105,52,abboj001,Fg,WSOX,CHA,,,
19990127,53,abboj001,F ,,,BREWRS,MIL,
19990723,54,abboj001,R ,BREWRS,MIL,,,
19930603,55,abboj002,Dn,,,WSOX,CHA,
19940602,56,abboj002,Da,,,WSOX,CHA,
20011220,57,abboj002,Fg,MARLNS,FLO,,,
20020205,58,abboj002,F ,,,RSOX,BOS,
20020829,59,abboj002,R ,RSOX,BOS,,,
20030214,60,abboj002,F ,,,METS,NYN,
20030322,61,abboj002,R ,METS,NYN,,,
20030525,62,abboj002,F ,,,MARNRS,SEA,
19890605,63,abbok001,Da,,,ANGELS,CAL,
19951016,66,abbok001,Fg,PHILS,PHI,,,
19960529,67,abbok001,F ,,,ANGELS,CAL,
19961008,68,abbok001,Fg,ANGELS,ANA,,,
19890605,69,abbok002,Da,,,ATLTCS,OAK,
19991101,70,abbok002,Fg,ROCKS,COL,,,
20000126,71,abbok002,F ,,,METS,NYN,
20001103,72,abbok002,Fg,METS,NYN,,,
20010108,73,abbok002,F ,,,BRAVES,ATL,
20011105,74,abbok002,Fg,BRAVES,ATL,,,
20020114,75,abbok002,F ,,,TWINS,MIN,
20020315,76,abbok002,R ,TWINS,MIN,,,
20020607,77,abbok002,F ,,,YANKS,NYA,
20020614,78,abbok002,R ,YANKS,NYA,,,
20030305,79,abbok002,F ,,,CARDS,SLN,
20030801,80,abbok002,R ,CARDS,SLN,,,
19850603,82,abbop001,Da,,,TWINS,MIN,
19930302,83,abbop001,R ,TWINS,MIN,,,
19930327,84,abbop001,F ,,,INDINS,CLE,
19931015,85,abbop001,Fg,INDINS,CLE,,,
19931121,86,abbop001,F ,,,ROYALS,KCA,
19940630,87,abbop001,R ,ROYALS,KCA,,,
19950317,88,abbop001,F ,,,CUBS,CHN,
19951016,89,abbop001,Fg,CUBS,CHN,,,
19951129,90,abbop001,F ,,,PADRS,SDN,
19961015,91,abbop001,Fg,PADRS,SDN,,,
19970110,92,abbop001,F ,,,MARNRS,SEA,
20021119,95,abbop001,R ,MARNRS,SEA,,,
20030227,96,abbop001,F ,,,DBACKS,ARI,
20031015,97,abbop001,Fg,ROYALS,KCA,,,
20031114,98,abbop001,F ,,,RAYS,TBA,
20040603,99,abbop001,R ,RAYS,TBA,,,
20040607,100,abbop001,F ,,,PHILS,PHI,
20040908,101,abbop001,R ,PHILS,PHI,,,
19460000,102,abera101,Fa,,,INDINS,CLE,
19570827,103,abera101,W ,TIGRS,DET,ATLTCS,KC1,
19960604,104,aberb001,Da,,,BJAYS,TOR,
20030404,105,aberb001,W ,RAYS,TBA,ROYALS,KCA,
20031107,106,aberb001,R ,ROYALS,KCA,,,
20040106,107,aberb001,F ,,,TIGRS,DET,
20040325,108,aberb001,P ,TIGRS,DET,INDINS,CLE,
20041015,109,aberb001,Fg,INDINS,CLE,,,
20050103,110,aberb001,F ,,,TWINS,MIN,
20051012,111,aberb001,Fg,TWINS,MIN,,,
20051201,112,aberb001,F ,,,BREWRS,MIL,
20061015,113,aberb001,Fg,BREWRS,MIL,,,
20061219,114,aberb001,F ,,,PHILS,PHI,
20070413,115,aberb001,C ,PHILS,PHI,NATEX,WAS,
20071029,116,aberb001,Fg,NATEX,WAS,,,
19480000,117,aberb101,Fa,,,INDINS,CLE,
19410000,118,aberc101,Fa,,,CUBS,CHN,
19990602,119,aberr001,Da,,,DOGRS,LAN,
20040731,120,aberr001,C ,DOGRS,LAN,DBACKS,ARI,
20050406,121,aberr001,W ,DBACKS,ARI,MARLNS,FLO,
20071011,122,aberr001,W ,MARLNS,FLO,ASTROS,HOU,
20091109,125,aberr001,Fg,ASTROS,HOU,,,
19520000,126,abert101,Fa,,,TWINS,WS1,
19600517,127,abert101,R ,TWINS,WS1,,,
19600600,128,abert101,F ,,,BRAVES,MLN,
19610720,129,abert101,P ,BRAVES,MLN,INDINS,CLE,
19650411,130,abert101,P ,INDINS,CLE,CUBS,CHN,
19661128,131,abert101,D ,BRAVES,ATL,REDS,CIN,
19730202,132,abert101,R ,ROYALS,KCA,,,
19420000,133,abert102,Fa,,,ATLTCS,PHA,
19380000,134,aberw101,Fa,,,BRAVES,BSN,
19390000,135,aberw101,R ,BRAVES,BSN,,,
19420000,136,aberw101,F ,,,GIANTS,NY1,
19090825,137,ableh101,P ,SanAntonio,SanAntonio,INDINS,CLE,
19100800,138,ableh101,P ,SanAntonio,SanAntonio,YANKS,NYA,$1000
19840604,139,abnes001,Da,,,METS,NYN,
19920325,140,abnes001,R ,ANGELS,CAL,,,
19920403,141,abnes001,F ,,,WSOX,CHA,
19420000,142,abrac101,Fa,,,DOGRS,BRO,
19900821,143,abreb001,Fa,,,ASTROS,HOU,
19971118,144,abreb001,X ,ASTROS,HOU,RAYS,TBA,
20081030,145,abreb001,Fg,YANKS,NYA,,,
20090212,146,abreb001,F ,,,ANGELS,ANA,
20120427,147,abreb001,R ,ANGELS,ANA,,,
20120504,148,abreb001,F ,,,DOGRS,LAN,
20121029,149,abreb001,Fg,DOGRS,LAN,,,
19810608,150,abrej001,Da,,,PHILS,PHI,
19831205,151,abrej001,D ,PHILS,PHI,CUBS,CHN,
20030709,152,abrej002,Fa,,,ROYALS,KCA,
20091109,153,abrej002,Fg,ROYALS,KCA,,,
20091124,154,abrej002,F ,,,BRAVES,ATL,
20120810,155,abrej002,W ,ASTROS,HOU,BJAYS,TOR,
20121113,156,abrej002,F ,,,DOGRS,LAN,
19420320,157,abrej101,U ,Birmingham,Birmingham,REDS,CIN,
20021017,158,abret001,Fa,,,DOGRS,LAN,
20111102,159,abret001,Fg,DBACKS,ARI,,,
20111201,160,abret001,F ,,,ROYALS,KCA,
19930702,161,abrew001,Fa,,,BRAVES,ATL,
20020430,162,abrew001,R ,CUBS,CHN,,,
20020509,163,abrew001,F ,,,ROYALS,KCA,
20021015,164,abrew001,Fg,ROYALS,KCA,,,
20021122,165,abrew001,F ,,,YANKS,NYA,
20030321,166,abrew001,R ,YANKS,NYA,,,
20040112,167,abrew001,F ,,,DOGRS,LAN,
20040610,168,abrew001,R ,DOGRS,LAN,,,
20040614,169,abrew001,F ,,,DBACKS,ARI,
20050830,170,abrew001,R ,DBACKS,ARI,,,
20051220,171,abrew001,F ,,,ORLS,BAL,
20061016,172,abrew001,Fg,ORLS,BAL,,,
20070508,173,abrew001,F ,,,NATEX,WAS,
20071011,174,abrew001,Fg,NATEX,WAS,,,
20090206,175,abrew001,F ,,,RAYS,TBA,
20090801,176,abrew001,R ,INDINS,CLE,,,
20090806,177,abrew001,F ,,,RAYS,TBA,
20101106,180,abrew001,Fg,RAYS,TBA,,,
20111102,181,abrew001,Fg,BJAYS,TOR,,,
20120111,182,abrew001,F ,,,ORLS,BAL,
20120418,183,abrew001,R ,ORLS,BAL,,,
19060800,184,abstb101,P ,Shreveport,Shreveport,PIRATS,PIT,
19100106,185,abstb101,W ,PIRATS,PIT,ORLS,SLA,
20030812,186,accaj001,Fa,,,GIANTS,SFN,
20101202,187,accaj001,Fg,BJAYS,TOR,,,
20111011,188,accaj001,Fg,ORLS,BAL,,,
20120119,189,accaj001,F ,,,INDINS,CLE,
20120809,190,accaj001,R ,INDINS,CLE,,,
20120815,191,accaj001,F ,,,ATLTCS,OAK,
20121018,192,accaj001,Fg,ATLTCS,OAK,,,
20010124,193,aceva001,Fa,,,BJAYS,TOR,
20020424,194,aceva001,P ,BJAYS,TOR,Yucatan,Yucatan,
20080201,195,aceva001,F ,,,YANKS,NYA,
20101202,196,aceva001,Fg,YANKS,NYA,,,
20110208,197,aceva001,F ,,,RSOX,BOS,
19920601,198,acevj001,Da,,,ROCKS,COL,
20011126,199,acevj001,Fg,MARLNS,FLO,,,
20011220,200,acevj001,F ,,,TIGRS,DET,
20021028,201,acevj001,Fg,TIGRS,DET,,,
20030127,202,acevj001,F ,,,YANKS,NYA,
20030610,203,acevj001,R ,YANKS,NYA,,,
20030617,204,acevj001,F ,,,BJAYS,TOR,
20030809,205,acevj001,R ,BJAYS,TOR,,,
20031205,206,acevj001,F ,,,PIRATS,PIT,
20040528,207,acevj001,R ,PIRATS,PIT,,,
20050211,208,acevj001,F ,,,DBACKS,ARI,
19961207,209,acevj002,Fa,,,REDS,CIN,
20061015,212,acevj002,Fg,ROCKS,COL,,,
19800603,213,ackej001,Da,,,BRAVES,ATL,
19821206,214,ackej001,D ,BRAVES,ATL,BJAYS,TOR,
19911031,217,ackej001,Fg,BJAYS,TOR,,,
19920202,218,ackej001,F ,,,MARNRS,SEA,
19920721,219,ackej001,R ,MARNRS,SEA,,,
19480000,220,acket101,Fa,,,GIANTS,NY1,
19501204,221,acket101,Dm,GIANTS,NY1,Buffalo,Buffalo,
20090609,222,ackld001,Da,,,MARNRS,SEA,
19540000,223,acklf101,Fa,,,WSOX,CHA,
19641124,224,acklf101,P ,WSOX,CHA,CARDS,SLN,
19710000,225,acosc101,P ,Jalisco,Jalisco,WSOX,CHA,
19750317,226,acosc101,P ,WSOX,CHA,PHILS,PHI,
19670000,227,acose101,Fa,,,ASTROS,HOU,
19700000,228,acose101,U ,ASTROS,HOU,PIRATS,PIT,
19220204,229,acosj101,P ,ATLTCS,PHA,WSOX,CHA,
19980106,230,acosm001,Fa,,,YANKS,NYA,
20030724,231,acosm001,R ,YANKS,NYA,,,
20030729,232,acosm001,F ,,,BRAVES,ATL,
20100330,233,acosm001,W ,BRAVES,ATL,METS,NYN,
20121130,234,acosm001,Fg,METS,NYN,,,
19180525,235,acosm101,P ,TWINS,WS1,ATLTCS,PHA,
19910805,236,acrem001,Fa,,,ATLTCS,OAK,
19971204,237,acrem001,P ,ATLTCS,OAK,YakultSwallows,YakultSwallows,
19580902,238,adaij101,Fa,,,ORLS,BAL,
19681015,239,adaij101,X ,RSOX,BOS,ROYALS,KCA,
19700512,240,adaij101,R ,ROYALS,KCA,,,
19360000,241,adama101,M ,Jeanerette,Jeanerette,DOGRS,BRO,
19401001,242,adama101,D ,DOGRS,BRO,GIANTS,NY1,
19470321,243,adamb101,P ,CARDS,SLN,PHILS,PHI,
19310000,244,adamb102,Fa,,,PHILS,PHI,
19390000,245,adamb103,Fa,,,REDS,CIN,
19550726,246,adamb103,P ,REDS,CIN,WSOX,CHA,
19560717,249,adamb103,R ,ORLS,BAL,,,
19570000,250,adamb103,F ,,,CUBS,CHN,
19590512,251,adamb103,R ,CUBS,CHN,,,
19060000,252,adamb104,P ,Parsons,Parsons,CARDS,SLN,
19060500,253,adamb104,P ,CARDS,SLN,Louisville,Louisville,
19070813,254,adamb104,P ,Denver,Denver,PIRATS,PIT,
19160803,255,adamb104,R ,PIRATS,PIT,,,
19180724,256,adamb104,L ,KansasCity,KansasCity,PIRATS,PIT,
19260813,257,adamb104,R ,PIRATS,PIT,,,
19730605,258,adamb105,Da,,,TIGRS,DET,
19650000,259,adamd101,Fa,,,WSOX,CHA,
19461101,260,adamd102,D ,Sacramento,Sacramento,ATLTCS,PHA,
19680127,261,adamg101,Da,,,ASTROS,HOU,
19720120,262,adamg101,R ,ASTROS,HOU,,,
19721223,263,adamg101,F ,,,GIANTS,SFN,
19761206,264,adamg101,P ,GIANTS,SFN,TWINS,MIN,
19811113,265,adamg101,Fg,TWINS,MIN,,,
19820325,266,adamg101,F ,,,BJAYS,TOR,
19821210,267,adamg101,Fg,BJAYS,TOR,,,
19470000,268,adamh101,Fa,,,WSOX,CHA,
19500911,269,adamh101,W ,WSOX,CHA,INDINS,CLE,
19530510,270,adamh101,P ,INDINS,CLE,CUBS,CHN,
19540425,271,adamh101,P ,CUBS,CHN,CARDS,SLN,
19590000,272,adamh101,Mr,CARDS,SLN,Houston,Houston,
19890605,273,adamj001,Dn,,,PADRS,SDN,
19900604,274,adamj001,Da,,,PHILS,PHI,
19971118,275,adamj001,X ,BREWRS,MIL,DBACKS,ARI,
19981002,276,adamj001,R ,DBACKS,ARI,,,
19981211,277,adamj001,F ,,,ATLTCS,OAK,
19981214,278,adamj001,D ,ATLTCS,OAK,RSOX,BOS,
18900100,279,adamj101,F ,,,CARDS,SL4,
18900425,280,adamj101,R ,CARDS,SL4,,,
19130915,281,adamk101,D ,Savannah,Savannah,REDS,CIN,
20010515,282,adamm001,Fa,,,BREWRS,MIL,
20060707,283,adamm001,W ,METS,NYN,INDINS,CLE,
20121220,284,adamm001,F ,,,PHILS,PHI,
20090609,285,adamm002,Da,,,CARDS,SLN,
19650608,286,adamm101,Dn,,,PHILS,PHI,
19670606,287,adamm101,Da,,,ORLS,BAL,
19660607,288,adamm102,Dn,,,WSOX,CHA,
19670128,289,adamm102,Da,,,TIGRS,DET,
19780401,290,adamm102,P ,CUBS,CHN,ATLTCS,OAK,
19770607,291,adamr001,Da,,,ASTROS,HOU,
19800404,292,adamr001,R ,ASTROS,HOU,,,
19800502,293,adamr001,F ,,,ANGELS,CAL,
19841015,294,adamr001,Fg,ANGELS,CAL,,,
19841225,295,adamr001,F ,,,GIANTS,SFN,
20020604,296,adamr002,Da,,,BJAYS,TOR,
20090706,297,adamr002,Fg,BJAYS,TOR,,,
20090709,298,adamr002,F ,,,PADRS,SDN,
20091109,299,adamr002,Fg,PADRS,SDN,,,
20091203,300,adamr002,F ,,,METS,NYN,
20060606,303,adamr003,Da,,,ORLS,BAL,
20121103,304,adamr003,Fg,ORLS,BAL,,,
19390000,305,adamr101,Fa,,,CUBS,CHN,
19291100,306,adams101,P ,PIRATS,PIT,CARDS,SLN,
19241008,307,adams102,D ,Oakland,Oakland,TWINS,WS1,
19260120,308,adams102,P ,TWINS,WS1,YANKS,NYA,
19910603,309,adamt001,Da,,,CUBS,CHN,
20011105,310,adamt001,Fg,DOGRS,LAN,,,
20020115,311,adamt001,F ,,,PHILS,PHI,
20031027,314,adamt001,Fg,PHILS,PHI,,,
20040107,315,adamt001,F ,,,BJAYS,TOR,
20041029,316,adamt001,Fg,RSOX,BOS,,,
20050111,317,adamt001,F ,,,PHILS,PHI,
20050524,318,adamt001,R ,PHILS,PHI,,,
20060118,319,adamt001,F ,,,PIRATS,PIT,
20061015,320,adamt001,Fg,PIRATS,PIT,,,
19900604,321,adamw001,Dn,,,TIGRS,DET,
19930603,322,adamw001,Da,,,ATLTCS,OAK,
19140000,323,adamw101,J ,ORLS,SLA,PTF,PTF,
19470000,324,adcoj101,Fa,,,REDS,CIN,
19661018,325,adcoj101,R ,ANGELS,CAL,,,
20060606,326,adcon001,Da,,,MARNRS,SEA,
20101209,327,adcon001,D ,PIRATS,PIT,ROYALS,KCA,
19430000,328,addib101,Fa,,,YANKS,NYA,
19471117,329,addib101,Dm,YANKS,NYA,DOGRS,BRO,
19770607,331,adduj001,Dn,,,PHILS,PHI,
19800603,332,adduj001,Da,,,CARDS,SLN,
19870419,333,adduj001,P ,BREWRS,MIL,GIANTS,SFN,
19870426,334,adduj001,Pr,GIANTS,SFN,BREWRS,MIL,
19890000,337,adduj001,U ,BREWRS,MIL,PHILS,PHI,
19891015,338,adduj001,Fg,PHILS,PHI,,,
20040607,339,adenn001,Da,,,ANGELS,ANA,
19450801,340,aderm101,W ,DOGRS,BRO,BRAVES,BSN,
19451205,341,aderm101,P ,BRAVES,BSN,Indianapolis,Indianapolis,
19420915,342,adkid103,P ,INDINS,CLE,TWINS,WS1,
19471117,343,adkid103,Dm,Atlanta,Atlanta,CUBS,CHN,
19260907,344,adkig101,P ,Shreveport,Shreveport,WSOX,CHA,
19980602,345,adkij001,Da,,,ATLTCS,OAK,
20051221,346,adkij001,Fg,WSOX,CHA,,,
20060123,347,adkij001,F ,,,PADRS,SDN,
20071001,348,adkij001,Fg,METS,NYN,,,
20071122,349,adkij001,F ,,,REDS,CIN,
20100728,352,adkij001,F ,,,WSOX,CHA,
19860602,353,adkis001,Da,,,YANKS,NYA,
19630000,354,adled101,Fa,,,ASTROS,HOU,
19830111,355,afent001,Da,,,ASTROS,HOU,
19911016,356,afent001,Fg,ATLTCS,OAK,,,
19911115,357,afent001,F ,,,REDS,CIN,
19970603,360,affej001,Da,,,ROYALS,KCA,
20071029,361,affej001,Fg,ROCKS,COL,,,
20080119,362,affej001,F ,,,REDS,CIN,
20081030,363,affej001,Fg,REDS,CIN,,,
19920601,366,agbab001,Dn,,,ANGELS,CAL,
19930603,367,agbab001,Da,,,METS,NYN,
20020826,368,agbab001,W ,ROCKS,COL,RSOX,BOS,
20030312,369,agbab001,R ,RSOX,BOS,,,
20030315,370,agbab001,F ,,,REDS,CIN,
20030325,371,agbab001,P ,REDS,CIN,ROYALS,KCA,
20031015,372,agbab001,Fg,ROYALS,KCA,,,
19610000,373,ageet101,Fa,,,INDINS,CLE,
19740326,374,ageet101,R ,DOGRS,LAN,,,
19521128,375,aggah101,Fa,,,RSOX,BOS,
19120823,376,aglej101,P ,Atlanta,Atlanta,TWINS,WS1,$2000
19120916,377,agnes101,D ,Vernon,Vernon,ORLS,SLA,
19151216,378,agnes101,P ,ORLS,SLA,RSOX,BOS,
19190100,379,agnes101,P ,RSOX,BOS,TWINS,WS1,
19740829,380,agosj001,Fa,,,RSOX,BOS,
19780921,381,agosj001,R ,RSOX,BOS,,,
19800118,382,agosj001,F ,,,WSOX,CHA,
19860430,383,agosj001,P ,WSOX,CHA,TWINS,MIN,
19861220,384,agosj001,R ,TWINS,MIN,,,
19870213,385,agosj001,F ,,,ASTROS,HOU,
19901105,386,agosj001,Fg,ASTROS,HOU,,,
19901214,387,agosj001,F ,,,CARDS,SLN,
19920613,388,agosj001,R ,CARDS,SLN,,,
19920619,389,agosj001,F ,,,MARNRS,SEA,
19921005,390,agosj001,R ,MARNRS,SEA,,,
19930111,391,agosj001,F ,,,PADRS,SDN,
19930520,392,agosj001,R ,PADRS,SDN,,,
19930524,393,agosj001,F ,,,ASTROS,HOU,
19931015,394,agosj001,Fg,ASTROS,HOU,,,
19751227,395,agual001,Fa,,,PHILS,PHI,
19881104,396,agual001,Fg,YANKS,NYA,,,
19881202,397,agual001,F ,,,INDINS,CLE,
19891004,398,agual001,R ,INDINS,CLE,,,
19970603,399,aguic001,Da,,,MARLNS,FLO,
20061015,400,aguic001,Fg,MARLNS,FLO,,,
20061122,401,aguic001,F ,,,PIRATS,PIT,
20071029,402,aguic001,Fg,PIRATS,PIT,,,
20080212,403,aguic001,F ,,,METS,NYN,
20080929,404,aguic001,Fg,METS,NYN,,,
20100821,405,aguic001,R ,PHILS,PHI,,,
20101106,406,aguic001,Fg,MARLNS,FLO,,,
20121103,407,aguic001,Fg,MARLNS,MIA,,,
19520000,408,aguih101,U ,Duluth,Duluth,INDINS,CLE,
19681209,409,aguih101,R ,DOGRS,LAN,,,
19690321,410,aguih101,F ,,,CUBS,CHN,
19700706,411,aguih101,R ,CUBS,CHN,,,
19800603,412,aguir001,Dn,,,CARDS,SLN,
19830606,413,aguir001,Da,,,METS,NYN,
19951031,414,aguir001,Fg,RSOX,BOS,,,
19951211,415,aguir001,F ,,,TWINS,MIN,
20001030,416,aguir001,Fg,CUBS,CHN,,,
19920601,417,aheap001,Da,,,TIGRS,DET,
19750109,418,aikew001,Da,,,ANGELS,CAL,
19770607,421,aingd101,Da,,,BJAYS,TOR,
19811127,422,aingd101,R ,BJAYS,TOR,,,
19210725,423,ainse101,R ,TIGRS,DET,,,
19210804,424,ainse101,F ,,,CARDS,SLN,
19230903,425,ainse101,R ,CARDS,SLN,,,
19230925,426,ainse101,F ,,,DOGRS,BRO,
19240820,427,ainse101,R ,GIANTS,NY1,,,
19990602,428,ainsk001,Da,,,GIANTS,SFN,
20051015,429,ainsk001,Fg,ORLS,BAL,,,
20060204,430,ainsk001,F ,,,DOGRS,LAN,
20061015,431,ainsk001,Fg,DOGRS,LAN,,,
19100901,432,aitcr101,D ,Wichita,Wichita,DOGRS,BRO,
19311117,433,akerb101,P ,KansasCity,KansasCity,BRAVES,BSN,
19800603,434,akerd001,Dn,,,BRAVES,ATL,
19830606,435,akerd001,Da,,,MARNRS,SEA,
19881205,436,akerd001,D ,INDINS,CLE,RNGRS,TEX,
19900331,437,akerd001,P ,RNGRS,TEX,PHILS,PHI,
19911007,438,akerd001,Fg,PHILS,PHI,,,
19920123,439,akerd001,F ,,,ORLS,BAL,
19110901,440,akerj101,D ,Dubuque,Dubuque,TWINS,WS1,
19590609,441,akerj102,Fa,,,ATLTCS,KC1,
19681015,442,akerj102,X ,ATLTCS,OAK,BREWRS,SE1,
19740113,443,akerj102,R ,CUBS,CHN,,,
19740113,444,akerj102,F ,,,BRAVES,ATL,
19740614,445,akerj102,P ,BRAVES,ATL,METS,NYN,
19741104,446,akerj102,R ,METS,NYN,,,
19761126,447,albag001,Fa,,,PIRATS,PIT,
19780701,448,albag001,R ,PIRATS,PIT,,,
19801115,449,albag001,F ,,,CARDS,SLN,
19811208,450,albag001,Dm,CARDS,SLN,BJAYS,TOR,
19861209,451,albag001,Dm,BJAYS,TOR,INDINS,CLE,
19870610,452,albag001,R ,INDINS,CLE,,,
19870611,453,albag001,F ,,,BREWRS,MIL,
19871208,454,albag001,Dm,BREWRS,MIL,CARDS,SLN,
20000605,455,albaj001,Dn,,,GIANTS,SFN,
20010605,456,albaj001,Da,,,PIRATS,PIT,
20070425,457,albaj001,R ,PIRATS,PIT,,,
20070503,458,albaj001,F ,,,NATEX,WAS,
20101119,459,albaj001,R ,YANKS,NYA,,,
20111213,460,albaj001,F ,,,DBACKS,ARI,
20121103,461,albaj001,Fg,DBACKS,ARI,,,
19510000,462,albaj101,Fa,,,RSOX,BOS,
19720606,463,albeb101,Da,,,PIRATS,PIT,
19740000,464,albeb101,R ,PIRATS,PIT,,,
19740000,465,albeb101,F ,,,ANGELS,CAL,
19910611,466,albej001,Fa,,,RNGRS,TEX,
19970811,467,albej001,W ,RNGRS,TEX,YANKS,NYA,
20010605,468,albem001,Da,,,ASTROS,HOU,
20101202,469,albem001,Fg,ORLS,BAL,,,
19400114,470,alboe101,Fg,TIGRS,DET,,,
19400201,471,alboe101,F ,,,DOGRS,BRO,
19421102,472,alboe101,D ,DOGRS,BRO,PIRATS,PIT,
19450000,473,albre101,Fa,,,GIANTS,NY1,
19471124,474,albre101,Dm,GIANTS,NY1,ORLS,SLA,
20030704,475,albua001,Fa,,,CUBS,CHN,
20101106,476,albua001,Fg,ROCKS,COL,,,
20101119,477,albua001,F ,,,TIGRS,DET,
19650608,478,albuv101,Da,,,INDINS,CLE,
19690000,479,albuv101,U ,INDINS,CLE,PADRS,SDN,
19701130,480,albuv101,Dm,PADRS,SDN,TWINS,MIN,
19900702,481,alcai001,Fa,,,NATEX,MON,
19971015,482,alcai001,Fg,NATEX,MON,,,
19971216,483,alcai001,F ,,,RAYS,TBA,
19981015,484,alcai001,Fg,RAYS,TBA,,,
19981214,485,alcai001,F ,,,RSOX,BOS,
20011221,490,alcai001,Fg,RSOX,BOS,,,
20020208,491,alcai001,F ,,,BREWRS,MIL,
20020930,492,alcai001,R ,BREWRS,MIL,,,
19590000,493,alcal101,Fa,,,BRAVES,MLN,
19600000,494,alcal101,U ,BRAVES,MLN,DOGRS,LAN,
19681021,495,alcal101,P ,DOGRS,LAN,ROYALS,KCA,
19711129,496,alcal101,D ,WSOX,CHA,BRAVES,ATL,
19720802,497,alcal101,P ,BRAVES,ATL,PIRATS,PIT,
19700000,498,alcas101,Fa,,,REDS,CIN,
19780323,499,alcas101,W ,NATEX,MON,MARNRS,SEA,
19781100,500,alcas101,Wr,MARNRS,SEA,NATEX,MON,
19970603,501,aldrc001,Da,,,BRAVES,ATL,
20040524,502,aldrc001,R ,BRAVES,ATL,,,
20040601,503,aldrc001,F ,,,ROYALS,KCA,
20051015,506,aldrc001,Fg,ROYALS,KCA,,,
20051216,507,aldrc001,F ,,,METS,NYN,
20060515,508,aldrc001,R ,METS,NYN,,,
20060518,509,aldrc001,F ,,,WSOX,CHA,
20061029,510,aldrc001,Fg,WSOX,CHA,,,
20080703,511,aldrc001,F ,,,ROYALS,KCA,
20091109,512,aldrc001,Fg,ROYALS,KCA,,,
20091203,513,aldrc001,F ,,,ANGELS,ANA,
20121103,516,aldrc001,Fg,ANGELS,ANA,,,
19820607,517,aldrj001,Da,,,BREWRS,MIL,
19891115,518,aldrj001,R ,BRAVES,ATL,,,
19891205,519,aldrj001,F ,,,ORLS,BAL,
19900808,520,aldrj001,P ,ORLS,BAL,GIANTS,SFN,
19901015,521,aldrj001,Fg,GIANTS,SFN,,,
19830606,522,aldrm001,Da,,,GIANTS,SFN,
19910330,523,aldrm001,R ,NATEX,MON,,,
19910405,524,aldrm001,F ,,,PADRS,SDN,
19910510,525,aldrm001,R ,PADRS,SDN,,,
19910517,526,aldrm001,F ,,,INDINS,CLE,
19930324,529,aldrm001,R ,INDINS,CLE,,,
19930327,530,aldrm001,F ,,,ATLTCS,OAK,
19961104,535,aldrm001,Fg,YANKS,NYA,,,
19860602,536,aldrs001,Da,,,TIGRS,DET,
19921117,537,aldrs001,X ,TIGRS,DET,ROCKS,COL,
19930429,538,aldrs001,W ,ROCKS,COL,NATEX,MON,
19930911,539,aldrs001,R ,NATEX,MON,,,
19950219,540,aldrs001,F ,,,TIGRS,DET,
19960528,541,aldrs001,W ,TIGRS,DET,TWINS,MIN,
