ID,Last,First,nickname,play_debut,HOF
cimof001,Cimorelli,Frank Thomas,Frank,04/30/1994,NOT
cimog101,Cimoli,Gino Nicholas,Gino,04/19/1956,NOT
cingt001,Cingrani,Anthony Michael,Tony,09/09/2012,NOT
cinta001,Cintron,Alexander,Alex,07/24/2001,NOT
cioll101,Ciola,Louis Alexander,Lou,07/25/1943,NOT
ciprf101,Cipriani,Frank Dominick,Frank,09/08/1961,NOT
cirij001,Cirillo,Jeffrey Howard,Jeff,05/11/1994,NOT
cirip001,Ciriaco,Pedro,Pedro,09/08/2010,NOT
cisag101,Cisar,George Joseph,George,09/09/1937,NOT
ciscg101,Cisco,Galen Bernard,Galen,06/11/1961,NOT
cishs001,Cishek,Steven R.,Steve,09/26/2010,NOT
cisnj001,Cisnero,Jose Luis,Jose,04/22/2013,NOT
cissb101,Cissell,Chalmer William,Bill,04/11/1928,NOT
citar001,Citarella,Ralph Alexander,Ralph,09/13/1983,NOT
ciufn001,Ciuffo,Nicholas Anthony,Nick,09/03/2018,NOT
civaa001,Civale,Aaron James,Aaron,06/22/2019,
clabm101,Clabaugh,John William,Moose,08/30/1926,NOT
clacb101,Clack,Robert Suter,Bobby,05/13/1874,NOT
claga001,Claggett,Anthony Paul,Anthony,04/18/2009,NOT
claid101,Claire,David Matthew,Davey,09/17/1920,NOT
claip001,Claiborne,Preston Michael,Preston,05/05/2013,NOT
clana101,Clancy,Albert Harrison,Al,06/20/1911,NOT
clanb101,Clancy,John William,Bud,08/29/1924,NOT
clanb102,Clancy,William Edward,Bill,04/14/1905,NOT
clanj001,Clancy,James,Jim,07/26/1977,NOT
clanu101,Clanton,Eucal,Uke,09/21/1922,NOT
clapa101,Clapp,Aaron Bronson,Aaron,05/01/1879,NOT
clapc001,Clapinski,Christopher Alan,Chris,07/17/1999,NOT
clapj101,Clapp,John Edgar,John,04/26/1872,NOT
claps001,Clapp,Richard Keith,Stubby,06/18/2001,NOT
clara101,Clarke,Arthur Franklin,Artie,04/19/1890,NOT
clara102,Clark,Alfred Aloysius,Allie,08/05/1947,NOT
clarb001,Clark,Bryan Donald,Bryan,04/11/1981,NOT
clarb002,Clark,Robert Cale,Bobby,08/21/1979,NOT
clarb003,Clark,Brady William,Brady,09/03/2000,NOT
clarb101,Clarkson,James Buster,Buzz,04/30/1952,NOT
clarb102,Clarkson,William Henry,Bill,05/02/1927,NOT
clarb103,Clarke,William Jones,Boileryard,05/01/1893,NOT
clarb104,Clark,William Winfield,Win,07/12/1897,NOT
clarb105,Clark,Robert William,Bob,05/26/1920,NOT
clarb106,Clark,Robert H.,Bob,04/17/1886,NOT
clarc001,Clark,Douglas Cody,Cody,08/23/2013,NOT
clarc101,Clark,John Carroll,Cap,04/23/1938,NOT
clard001,Clark,David Earl,Dave,09/03/1986,NOT
clard002,Clark,Douglas Dwyer,Doug,09/14/2005,NOT
clard003,Clarke,Darren Lawrence,Darren,05/18/2007,NOT
clard101,Clark,Daniel Curren,Danny,04/12/1922,NOT
clard102,Clarkson,Arthur Hamilton,Dad,08/20/1891,NOT
clard103,Clarke,William H.,Dad,04/23/1888,NOT
clard104,Clark,Alfred Robert,Dad,07/03/1902,NOT
clard105,Clarey,Douglas William,Doug,04/20/1976,NOT
clard106,Clare,Dennis J.,Denny,09/14/1872,NOT
clare101,Clark,Edmund C.,Ed,07/04/1886,NOT
clare102,Clary,Ellis,Ellis,06/07/1942,NOT
clare103,Clark,Bailey Earl,Earl,08/17/1927,NOT
clarf101,Clarke,Fred Clifford,Fred,06/30/1894,HOF
clarg101,Clark,George Myron,George,05/16/1913,NOT
clarg102,Clarke,Richard Grey,Grey,04/19/1944,NOT
clarg103,Clark,Harvey Daniel,Ginger,08/11/1902,NOT
clarg104,Clark,Glen Ester,Glen,06/03/1967,NOT
clarh001,Clark,Howard Roddy,Howie,07/16/2002,NOT
clarh101,Clarke,Horace Meredith,Horace,05/13/1965,NOT
clarh102,Clarke,Henry Tefft,Henry,06/26/1897,NOT
clarh103,Clarke,Harry Corson,Harry,08/28/1889,NOT
clarj001,Clark,Jack Anthony,Jack,09/12/1975,NOT
clarj002,Clark,Jerald Dwayne,Jerald,09/19/1988,NOT
clarj003,Clark,Jermaine Marcel,Jermaine,04/03/2001,NOT
clarj101,Clark,James Francis,Jim,09/02/1911,NOT
clarj102,Clarkson,John Gibson,John,05/02/1882,HOF
clarj103,Clarke,Joshua Baldwin,Josh,06/15/1898,NOT
clarj104,Clark,James Edward,Jim,07/16/1971,NOT
clarj105,Clark,James,Jim,08/17/1948,NOT
clarl101,Clarke,Alan Thomas,Lefty,10/02/1921,NOT
clarm001,Clary,Martin Keith,Marty,09/05/1987,NOT
clarm002,Clark,Mark Willard,Mark,09/06/1991,NOT
clarm003,Clark,Matthew Terry,Matt,09/02/2014,NOT
clarm101,Clark,Michael John,Mike,07/27/1952,NOT
clarm102,Clark,Melvin Earl,Mel,09/11/1951,NOT
clarn101,Clarke,Jay Justin,Nig,04/26/1905,NOT
claro101,Clark,William Otis,Otey,04/17/1945,NOT
clarp001,Clark,Phillip Benjamin,Phil,05/27/1992,NOT
clarp101,Clark,Philip James,Phil,04/15/1958,NOT
clarp102,Clark,Harry,Pep,09/11/1903,NOT
clarr101,Clarke,Rufus Rivers,Rufe,09/03/1923,NOT
clarr102,Clark,Roy Elliott,Roy,04/19/1902,NOT
clarr103,Clark,Ronald Bruce,Ron,09/11/1966,NOT
clarr104,Clark,Rickey Charles,Rickey,04/22/1967,NOT
clars001,Clarke,Stanley Marten,Stan,06/07/1983,NOT
clars101,Clarke,William Stuart,Stu,07/12/1929,NOT
clars102,Clarke,Sumpter Mills,Sumpter,09/27/1920,NOT
clars103,Clark,Owen F.,Spider,05/02/1889,NOT
clart001,Clark,Terry Lee,Terry,07/07/1988,NOT
clart002,Clark,Anthony Christopher,Tony,09/03/1995,NOT
clart003,Clarke,Taylor James,Taylor,04/20/2019,
clart101,Clarke,Thomas Aloysius,Tommy,08/26/1909,NOT
clarw001,Clark,William Nuschler,Will,04/08/1986,NOT
clarw101,Clark,William Watson,Watty,05/28/1924,NOT
clarw102,Clarkson,Walter Hamilton,Walter,07/02/1904,NOT
clarw103,Clarke,Vibert Ernesto,Webbo,09/04/1955,NOT
clarw104,Clark,William Otis,Willie,06/20/1895,NOT
clarz001,Clark,Zachary Higgins,Zach,05/01/2013,NOT
clase001,Clase,Emmanuel,Emmanuel,08/04/2019,
clasg101,Claset,Gowell Sylvester,Gowell,04/12/1933,NOT
claua001,Claudio,Alexander,Alex,08/13/2014,NOT
claua101,Clauss,Albert Stanley,Al,04/22/1913,NOT
claub001,Claussen,Brandon Allen Falker,Brandon,06/28/2003,NOT
clauf101,Clausen,Frederick William,Fritz,07/23/1892,NOT
clayb101,Clay,Frederick C.,Bill,08/08/1902,NOT
clayd001,Clay,Danny Bruce,Danny,05/01/1988,NOT
clayd101,Clay,Dain Elmer,Dain,06/12/1943,NOT
clayk101,Clay,Kenneth Earl,Ken,06/07/1977,NOT
clayr001,Clayton,Royce Spencer,Royce,09/20/1991,NOT
clays001,Clay,Samuel Thomas Hunter,Sam,04/07/2021,
cleag001,Cleavinger,Garrett J.,Garrett,09/17/2020,
cleaj101,Cleary,Joseph Christopher,Joe,08/04/1945,NOT
cleam001,Clear,Mark Alan,Mark,04/04/1979,NOT
clemb101,Clemensen,William Melville,Bill,05/22/1939,NOT
clemb102,Clemens,Robert Baxter,Bob,09/17/1914,NOT
clemc001,Clemons,Christopher Hale,Chris,07/23/1997,NOT
clemc101,Clemens,Clement Lambert,Clem,05/15/1914,NOT
clemc102,Clemens,Chester Spurgeon,Chet,09/13/1939,NOT
clemd101,Clemens,Douglas Horace,Doug,10/02/1960,NOT
cleme001,Clemente,Edgard Alexis Velazquez,Edgard,09/10/1998,NOT
cleme002,Clement,Ernie James,Ernie,06/13/2021,
cleme101,Clement,Frederick Garwood,Fred,06/24/1890,NOT
clemj001,Clement,Jeffrey Burton,Jeff,09/04/2007,NOT
clemj101,Clements,John J.,Jack,04/22/1884,NOT
cleml101,Clemons,Lance Levis,Lance,08/12/1971,NOT
clemm001,Clement,Matthew Paul,Matt,09/06/1998,NOT
clemp001,Clements,Patrick Brian,Pat,04/09/1985,NOT
clemp002,Clemens,Paul,Paul,04/09/2013,NOT
clemr001,Clemens,William Roger,Roger,05/15/1984,NOT
clemr101,Clemente,Roberto (Walker),Roberto,04/17/1955,HOF
clemv101,Clemons,Verne James,Verne,04/22/1916,NOT
clemw101,Clement,Wallace Oakes,Wally,08/17/1908,NOT
clend101,Clendenon,Donn Alvin,Donn,09/22/1961,NOT
cletm001,Cleto,Maikel,Maikel,06/02/2011,NOT
clevb001,Clevlen,Brent Aaron,Brent,07/30/2006,NOT
cleve101,Cleveland,Elmer Ellsworth,Elmer,08/29/1884,NOT
clevm001,Clevinger,Michael Anthony,Mike,05/18/2016,NOT
clevr101,Cleveland,Reginald Leslie,Reggie,10/01/1969,NOT
clevs001,Clevenger,Steven Scott,Steve,09/26/2011,NOT
clevt101,Clevenger,Truman Eugene,Tex,04/18/1954,NOT
clibs001,Cliburn,Stewart Walker,Stew,09/17/1984,NOT
clibs101,Cliburn,Stanley Gene,Stan,05/06/1980,NOT
cliff101,Clifton,Herman Earl,Flea,04/29/1934,NOT
clifh101,Clift,Harlond Benton,Harlond,04/17/1934,NOT
clinb101,Clingman,William Frederick,Billy,09/09/1890,NOT
cling101,Clines,Eugene Anthony,Gene,06/28/1970,NOT
clinj101,Clinton,James Lawrence,Jim,05/18/1872,NOT
clinl101,Clinton,Luciean Louis,Lou,04/22/1960,NOT
clinm101,Cline,John P.,Monk,07/04/1882,NOT
clint101,Cline,Tyrone Alexander,Ty,09/14/1960,NOT
clipt001,Clippard,Tyler Lee,Tyler,05/20/2007,NOT
clonb001,Clontz,John Bradley,Brad,04/26/1995,NOT
clont101,Cloninger,Tony Lee,Tony,06/15/1961,NOT
closa101,Closter,Alan Edward,Al,04/19/1966,NOT
closj001,Closser,Jeffrey Darrin,JD,06/30/2004,NOT
cloue101,Clough,Edgar George,Ed,08/28/1924,NOT
clouk001,Cloude,Kenneth Brian,Ken,08/09/1997,NOT
clowb101,Clowers,William Perry,Bill,07/20/1926,NOT
cloyt001,Cloyd,Tyler James,Tyler,08/29/2012,NOT
clutb001,Clutterbuck,Bryan Richard,Bryan,07/18/1986,NOT
clybd001,Clyburn,Danny,Danny,09/15/1997,NOT
clydd101,Clyde,David Eugene,David,06/27/1973,NOT
clydt101,Clyde,Thomas Knox,Tom,05/31/1943,NOT
clymb101,Clymer,William Johnston,Bill,06/25/1891,NOT
clymo101,Clymer,Otis Edgar,Otis,04/14/1905,NOT
coacp001,Coachman,Bobby Dean,Pete,08/18/1990,NOT
coaka101,Coakley,Andrew James,Andy,09/17/1902,NOT
coang101,Coan,Gilbert Fitzgerald,Gil,04/27/1946,NOT
coatb001,Coats,Buck,Buck,08/22/2006,NOT
coatj001,Coats,Jason Leavell,Jason,06/04/2016,NOT
coatj101,Coates,James Alton,Jim,09/21/1956,NOT
cobba001,Cobb,Alexander Miller,Alex,05/01/2011,NOT
cobbg101,Cobb,George Woodworth,George,04/15/1892,NOT
cobbh101,Cobb,Herbert Edward,Herb,04/21/1929,NOT
cobbj101,Cobb,Joseph Stanley,Joe,04/25/1918,NOT
cobbt101,Cobb,Tyrus Raymond,Ty,08/30/1905,HOF
cobld101,Coble,David Lamar,Dave,05/01/1939,NOT
cocaj001,Cocanower,James Stanley (Geiser),Jaime,09/07/1983,NOT
cochd001,Cochrane,David Carter,Dave,09/02/1986,NOT
cochg101,Cochran,George Leslie,George,07/29/1918,NOT
cochg102,Cochran,Alvah Jackson,Goat,08/25/1915,NOT
cochm101,Cochrane,Gordon Stanley,Mickey,04/14/1925,HOF
cocka001,Cockrell,Atlee Alan,Alan,09/07/1996,NOT
cockj101,Cockman,James,Jim,09/28/1905,NOT
cocop001,Coco,Pasqual (Reynoso),Pasqual,07/17/2000,NOT
cocrg101,Cocreham,Eugene,Gene,09/25/1913,NOT
codic001,Codiroli,Christopher Allen,Chris,09/11/1982,NOT
codyk001,Cody,Kyle David,Kyle,08/21/2020,
coelr001,Coello,Robert,Robert,09/06/2010,NOT
coffd101,Coffman,Samuel Richard,Dick,04/28/1927,NOT
coffi001,Coffie,Ivanon Angelino,Ivanon,07/15/2000,NOT
coffj101,Coffey,John Francis,Jack,06/23/1909,NOT
coffk001,Coffman,Kevin Reese,Kevin,09/05/1987,NOT
coffs101,Coffman,George David,Slick,05/21/1937,NOT
cofft001,Coffey,Justin Todd,Todd,04/19/2005,NOT
cogad101,Cogan,Richard Henry,Dick,05/10/1897,NOT
cogat001,Cogan,Anthony Michael,Tony,04/02/2001,NOT
coggd001,Coggin,David Raymond,Dave,06/23/2000,NOT
coggf101,Coggins,Franklin,Frank,09/10/1967,NOT
coggr101,Coggins,Richard Allen,Rich,08/29/1972,NOT
coghc001,Coghlan,Christopher B.,Chris,05/08/2009,NOT
cogse101,Cogswell,Edward,Ed,07/11/1879,NOT
cohea101,Cohen,Andrew Howard,Andy,05/31/1926,NOT
cohea102,Cohen,Alta Albert,Alta,04/15/1931,NOT
coheh101,Cohen,Hyman,Hy,04/17/1955,NOT
cohes101,Cohen,Sydney Harry,Syd,09/18/1934,NOT
cokej101,Coker,Jimmie Goodwin,Jimmie,09/11/1958,NOT
cokep001,Coke,Phillip Douglas,Phil,09/01/2008,NOT
colac001,Colabello,Christopher Adrian,Chris,05/22/2013,NOT
colam001,Colangelo,Michael Gus,Mike,06/13/1999,NOT
colar101,Colavito,Rocco Domenico,Rocky,09/10/1955,NOT
colbc001,Colbert,Craig Charles,Craig,04/06/1992,NOT
colbg001,Colbrunn,Gregory Joseph,Greg,07/09/1992,NOT
colbj101,Colborn,James William,Jim,07/13/1969,NOT
colbm101,Colbern,Michael Malloy,Mike,07/18/1978,NOT
colbn101,Colbert,Nathan,Nate,04/14/1966,NOT
colbv101,Colbert,Vincent Norman,Vince,05/19/1970,NOT
colct101,Colcolough,Thomas Bernard,Tom,08/01/1893,NOT
colea001,Cole,Alexander,Alex,07/27/1990,NOT
colea002,Cole,Andrew Jordan,A.J.,04/28/2015,NOT
coleb101,Cole,Albert George,Bert,04/19/1921,NOT
coleb102,Coleman,Robert Hunter,Bob,06/13/1913,NOT
colec001,Coleman,Joseph Casey,Casey,08/02/2010,NOT
colec101,Coleman,Curtis Hancock,Curt,04/13/1912,NOT
colec102,Coletta,Christopher Michael,Chris,08/15/1972,NOT
colec103,Coles,Charles Edward,Chuck,09/19/1958,NOT
colec104,Coles,Cadwallader,Cad,04/16/1914,NOT
colec105,Coleman,Clarence,Choo Choo,04/16/1961,NOT
coled001,Coles,Darnell,Darnell,09/04/1983,NOT
coled002,Coleman,Dustin Michael,Dusty,07/03/2015,NOT
coled003,Coleman,Dylan David,Dylan,09/21/2021,
coled101,Cole,Richard Roy,Dick,04/27/1951,NOT
coled102,Coleman,David Lee,Dave,04/13/1977,NOT
coled103,Cole,David Bruce,Dave,09/09/1950,NOT
colee101,Cole,Edward William,Ed,04/22/1938,NOT
colee102,Coleman,Parke Edward,Ed,04/15/1932,NOT
coleg001,Cole,Gerrit Alan,Gerrit,06/11/2013,NOT
coleg101,Coleman,Gordon Calvin,Gordy,09/19/1959,NOT
colej101,Coleman,Joseph Patrick,Joe,09/19/1942,NOT
colej102,Coleman,Joseph Howard,Joe,09/28/1965,NOT
colej103,Coleman,John Francis,John,05/01/1883,NOT
colej104,Coleman,Walter Lee,Walter,09/25/1895,NOT
colej105,Coleman,John W.,John,06/23/1890,NOT
colej106,Coleman,Gerald Francis,Jerry,04/20/1949,NOT
colek101,Cole,Leonard Leslie,King,10/06/1909,NOT
colel001,Coleman,Harold Louis,Louis,04/21/2011,NOT
colem001,Coleman,Michael Donnell,Michael,09/01/1997,NOT
colep101,Coleman,Pierce D.,Percy,07/02/1897,NOT
coler101,Coleman,Walter Gary,Rip,08/15/1955,NOT
coler102,Coleman,Raymond Leroy,Ray,04/22/1947,NOT
coles001,Cole,Stewart Bryan,Stu,09/05/1991,NOT
colet001,Cole,Taylor James,Taylor,08/09/2017,NOT
colev001,Coleman,Vincent Maurice,Vince,04/18/1985,NOT
colev002,Cole,Victor Alexander,Victor,06/06/1992,NOT
colew101,Cole,Willis Russell,Willis,08/22/1909,NOT
colge101,Colgan,William H.,Billy,05/03/1884,NOT
colia001,Colina,Alvin Enrique,Alvin,09/18/2006,NOT
colie001,Colina,Edwar Osnel de la Cruz,Edwar,09/25/2020,
colla101,Collamore,Allan Edward,Allan,04/15/1911,NOT
collb101,Collins,William Shirley,Bill,04/14/1910,NOT
collb102,Collins,William J.,Bill,08/01/1887,NOT
collb103,Collver,William J.,Bill,07/04/1885,NOT
collc101,Collins,Charles Augustus,Chub,05/01/1884,NOT
colld001,Collins,David S.,Dave,06/07/1975,NOT
colld101,Collins,Donald Edward,Don,05/04/1977,NOT
colld102,Collins,Daniel Thomas,Dan,06/08/1874,NOT
colle101,Collins,"Edward Trowbridge, Sr.",Eddie,09/17/1906,HOF
colle102,Collins,"Edward Trowbridge, Jr.",Eddie,07/04/1939,NOT
collh101,Colliflower,James Harry,Harry,07/21/1899,NOT
collh103,Collins,Hubert B.,Hub,09/04/1886,NOT
collh104,Collard,Earl Clinton,Hap,04/23/1927,NOT
collj001,Collmenter,Joshua Michael,Josh,04/17/2011,NOT
collj101,Collins,Joseph Edward,Joe,09/25/1948,NOT
collj102,Collum,Jack Dean,Jackie,09/21/1951,NOT
collj103,Collins,James Joseph,Jimmy,04/19/1895,HOF
collk101,Collins,Kevin Michael,Kevin,09/01/1965,NOT
colll001,Collier,Louis Keith,Lou,06/28/1997,NOT
collo101,Collins,Orth Stein,Orth,06/01/1904,NOT
collo102,Collier,Orlin Edward,Orlin,09/11/1931,NOT
collp101,Collins,Tharon Patrick,Pat,08/29/1919,NOT
collp102,Collins,Philip Eugene,Phil,10/07/1923,NOT
collr101,Collins,James Anthony,Ripper,04/18/1931,NOT
collr102,Collins,Robert Joseph,Bob,04/28/1940,NOT
collr103,Collins,Ray Williston,Ray,07/19/1909,NOT
collr104,Collins,Harry Warren,Rip,04/19/1920,NOT
colls101,Collins,John Francis,Shano,04/21/1910,NOT
collt001,Collins,Timothy Michael,Tim,03/31/2011,NOT
collt002,Collins,Tyler James,Tyler,03/31/2014,NOT
collw001,Collazo,William,Willie,09/05/2007,NOT
collw101,Collins,Cyril Wilson,Wilson,05/12/1913,NOT
collz001,Collins,Zachary Allen,Zack,06/19/2019,
collz101,Collins,John Edgar,Zip,07/30/1914,NOT
colmf101,Colman,Frank Lloyd,Frank,09/12/1942,NOT
coloa001,Colome,Alexander Manuel,Alex,05/30/2013,NOT
colob001,Colon,Bartolo,Bartolo,04/04/1997,NOT
coloc001,Colon,Cristobal (Martinez),Cris,09/18/1992,NOT
coloc002,Colon,Christian Anthony,Christian,07/01/2014,NOT
coloj001,Colome,Jesus (De La Cruz),Jesus,06/21/2001,NOT
coloj002,Colon,Joseph,Joseph,07/08/2016,NOT
color001,Colon,Roman Benedicto,Roman,08/21/2004,NOT
colpd101,Colpaert,Richard Charles,Dick,07/21/1970,NOT
colsl101,Colson,Loyd Albert,Loyd,09/25/1970,NOT
coltl101,Colton,Lawrence Robert,Larry,05/06/1968,NOT
colub101,Coluccio,Robert Pasquali,Bob,04/15/1973,NOT
colvt001,Colvin,Tyler Eugene,Tyler,09/21/2009,NOT
colys001,Colyer,Stephen Edward,Steve,04/03/2003,NOT
combe101,Combs,Earle Bryan,Earle,04/16/1924,HOF
combg101,Combe,Geoffrey Wade,Geoff,09/02/1980,NOT
combm101,Combs,Merrill Russell,Merl,09/12/1947,NOT
combp001,Combs,Patrick Dennis,Pat,09/05/1989,NOT
comej101,Comellas,Jorge (Pous),Jorge,04/19/1945,NOT
comes001,Comer,Steven Michael,Steve,04/15/1978,NOT
comew101,Comer,Harry Wayne,Wayne,09/17/1967,NOT
comic101,Comiskey,Charles Albert,Charlie,05/02/1882,HOF
commj101,Command,James Dalton,Jim,06/20/1954,NOT
comoa101,Comorosky,Adam Anthony,Adam,09/13/1926,NOT
compc101,Compton,Robert Clinton,Clint,10/03/1972,NOT
compj101,Compton,Harry Leroy,Jack,09/07/1911,NOT
compm101,Compton,Michael Lynn,Mike,04/17/1970,NOT
compp101,Compton,Anna Sebastian,Pete,09/06/1911,NOT
comsk001,Comstock,Keith Martin,Keith,04/03/1984,NOT
comsr101,Comstock,Ralph Remick,Ralph,08/26/1913,NOT
conac101,Conatser,Clinton Astor,Clint,04/21/1948,NOT
concd001,Concepcion,David Ismael (Benitez),Dave,04/06/1970,NOT
concg001,Concepcion,Gerardo,Gerardo,06/21/2016,NOT
conco001,Concepcion,Onix Cardona (Cardona),Onix,08/30/1980,NOT
condc001,Condrey,Clayton Lee,Clay,08/28/2002,NOT
condr101,Conde,Ramon Luis (Roman),Ramon,07/17/1962,NOT
coneb101,Cone,Robert Earl,Bob,07/25/1915,NOT
coned001,Cone,David Brian,David,06/08/1986,NOT
conef101,Cone,Joseph Frederick,Fred,05/05/1871,NOT
confm001,Conforto,Michael Thomas,Michael,07/24/2015,NOT
congb101,Congalton,William Millar,Bunk,04/17/1902,NOT
congd101,Conger,Richard,Dick,04/22/1940,NOT
congh001,Conger,Hyun Choi,Hank,09/11/2010,NOT
conib101,Conigliaro,William Michael,Billy,04/11/1969,NOT
conij001,Conine,Jeffrey Guy,Jeff,09/16/1990,NOT
conit101,Conigliaro,Anthony Richard,Tony,04/16/1964,NOT
conka101,Conkwright,Allen Howard,Allen,09/16/1920,NOT
conla001,Conley,Adam Michael,Adam,06/10/2015,NOT
conlb101,Conley,Robert Burns,Bob,09/11/1958,NOT
conle101,Conley,Edward J.,Ed,07/19/1884,NOT
conlg101,Conley,Donald Eugene,Gene,04/17/1952,NOT
conlj101,Conlon,Arthur Joseph,Jocko,04/17/1923,NOT
conlj102,Conlan,John Bertrand,Jocko,07/06/1934,HOF
conlp001,Conlon,Patrick Joshua,P.J.,05/07/2018,NOT
conls101,Conley,James Patrick Michael,Snipe,05/20/1914,NOT
connb101,Connors,William Joseph,Bill,05/03/1966,NOT
connb102,Connolly,Mervin Thomas,Bud,05/03/1925,NOT
connb103,Connelly,William Wirt,Bill,08/22/1945,NOT
connb104,Connatser,Broadus Milburn,Bruce,09/15/1931,NOT
connb105,Conn,Albert Thomas,Bert,09/16/1898,NOT
connc101,Connors,Kevin Joseph Aloysius,Chuck,05/01/1949,NOT
conne101,Connolly,"Edward Joseph, Sr.",Ed,09/20/1929,NOT
conne102,Connolly,"Edward Joseph, Jr.",Ed,04/19/1964,NOT
connf001,Connally,Fritzie Lee,Fritzie,09/09/1983,NOT
connf101,Connaughton,Frank Henry,Frank,05/28/1894,NOT
conng101,Connell,Eugene Joseph,Gene,07/04/1931,NOT
connj101,Connolly,Joseph Henry,Joe,10/01/1921,NOT
connj102,Connors,Joseph C.,Joe,05/03/1884,NOT
connj103,Connors,Jeremiah,Jerry,07/11/1892,NOT
connj104,Connor,Joseph Francis,Joe,09/09/1895,NOT
connj105,Connor,John,John,07/26/1884,NOT
connj106,Connor,James Matthew,Jim,07/11/1892,NOT
connj107,Connolly,Joseph Francis,Joe,04/10/1913,NOT
connj108,Connell,Joseph Bernard,Joe,06/15/1926,NOT
connm101,Connors,Mervin James,Merv,09/04/1937,NOT
connn101,Connor,Edward,Ned,05/18/1871,NOT
connp101,Connell,Peter J.,Peter,09/03/1886,NOT
connr101,Connally,John M.,Red,07/01/1886,NOT
connr102,Connor,Roger,Roger,05/01/1880,HOF
conns001,Connelly,Steven Lee,Steve,06/28/1998,NOT
conns101,Connally,George Walter,Sarge,09/10/1921,NOT
connt101,Connolly,Thomas Francis,Tom,05/12/1915,NOT
connt102,Connelly,Thomas Martin,Tom,09/24/1920,NOT
connt103,Connell,Terence G.,Terry,06/20/1874,NOT
conot101,Conover,Theodore,Theodore,05/26/1889,NOT
conrb001,Conrad,Brooks Litchfield,Brooks,07/21/2008,NOT
conrb101,Conroy,William Gordon,Bill,09/21/1935,NOT
conrb102,Conroy,William Frederick,Bill,04/18/1923,NOT
conrb103,Conroy,Bernard Patrick,Ben,04/21/1890,NOT
conrt001,Conroy,Timothy James,Tim,06/23/1978,NOT
conrw101,Conroy,William Edward,Wid,04/25/1901,NOT
consb101,Consolo,William Angelo,Billy,04/20/1953,NOT
consj001,Constanza,Jose G.,Jose,07/29/2011,NOT
consj101,Constable,Jimmy Lee,Jim,06/24/1956,NOT
conss101,Consuegra,Sandalio Simeon (Castellon),Sandy,06/10/1950,NOT
contc001,Contreras,Carlos Manuel,Carlos,06/21/2014,NOT
contj001,Conti,Stanley Jason,Jason,06/29/2000,NOT
contj002,Contreras,Jose Ariel,Jose,03/31/2003,NOT
contn101,Contreras,Arnaldo Juan,Nardi,05/23/1980,NOT
contr001,Contreras,Roansy,Roansy,09/29/2021,
contw001,Contreras,Willson Eduardo,Willson,06/17/2016,NOT
contw002,Contreras,William Jesus,William,07/24/2020,
convj001,Converse,James Daniel,Jim,05/22/1993,NOT
conwb101,Conway,William F.,Bill,07/28/1884,NOT
conwc101,Conway,Charles Connell,Charles,04/15/1911,NOT
conwd101,Conway,Richard Butler,Dick,07/22/1886,NOT
conwe101,Conwell,Edward James,Ed,09/22/1911,NOT
conwj101,Conway,Jerome Patrick,Jerry,08/31/1920,NOT
conwj102,Conway,James P.,Jim,05/05/1884,NOT
conwj103,Conway,Jack Clements,Jack,09/09/1941,NOT
conwo101,Conway,Owen Sylvester,Owen,06/21/1915,NOT
conwp101,Conway,Peter J.,Pete,08/10/1885,NOT
conwr101,Conway,Richard Daniel,Rip,04/16/1918,NOT
conyh101,Conyers,Herbert Leroy,Herb,04/18/1950,NOT
conzj101,Conzelman,Joseph Harrison,Joe,05/01/1913,NOT
coogd101,Coogan,Daniel George,Dan,04/25/1895,NOT
coogd102,Coogan,Dale Roger,Dale,04/22/1950,NOT
cooka001,Cook,Andrew Bernard,Andy,05/09/1993,NOT
cooka002,Cook,Aaron Lane,Aaron,08/10/2002,NOT
cookb001,Cookson,Brent Adam,Brent,08/12/1995,NOT
cookc101,Cook,Raymond Clifford,Cliff,09/09/1959,NOT
cookd001,Cook,Dennis Bryan,Dennis,09/12/1988,NOT
cookd101,Cook,Luther Almus,Doc,08/07/1913,NOT
cookd102,Cooke,Allen Lindsey,Dusty,04/15/1930,NOT
cooke101,Cook,Earl Davis,Earl,09/12/1941,NOT
cookf101,Cooke,Frederick B.,Fred,07/30/1897,NOT
cookg001,Cook,Glen Patrick,Glen,06/23/1985,NOT
cookj101,Cook,James Fitchie,Jim,07/02/1903,NOT
cookm001,Cook,Michael Horace,Mike,07/01/1986,NOT
cookp101,Cook,Paul,Paul,09/13/1884,NOT
cookr001,Cook,Ryan William,Ryan,07/20/2011,NOT
cookr101,Cook,Ronald Wayne,Ron,04/10/1970,NOT
cookr102,Cook,Rollin Edward,Rollin,07/06/1915,NOT
cooks001,Cooke,Steven Montague,Steve,07/28/1992,NOT
coold101,Cooley,Duff Gordon,Duff,07/27/1893,NOT
coolm001,Coolbaugh,Michael Robert,Mike,07/16/2001,NOT
cools001,Coolbaugh,Scott Robert,Scott,09/02/1989,NOT
coomb101,Coombs,Raymond Franklin,Bobby,06/08/1933,NOT
coomc101,Coombs,Cecil Lysander,Cecil,08/07/1914,NOT
coomd101,Coombs,Daniel Bernard,Danny,09/27/1963,NOT
coomj101,Coombs,John Wesley,Jack,07/05/1906,NOT
coomr001,Coomer,Ronald Bryan,Ron,08/01/1995,NOT
coonb101,Cooney,William Ambrose,Bill,09/22/1909,NOT
coonb102,Cooney,Robert Daniel,Bob,09/06/1931,NOT
