ID,Last,First,nickname,play_debut,HOF
minob001,Minor,Blas,Blas,07/28/1992,NOT
minod001,Minor,Damon Reed,Damon,09/02/2000,NOT
minom001,Minor,Michael David,Mike,08/09/2010,NOT
minom101,Minoso,Saturnino Orestes Armas (Arrieta),Minnie,04/19/1949,NOT
minor001,Minor,Ryan Dale,Ryan,09/13/1998,NOT
minsj101,Minshall,James Edward,Jim,09/14/1974,NOT
minta001,Minter,Alex Jordan,A.J.,08/23/2017,NOT
mintg001,Minton,Gregory Brian,Greg,09/07/1975,NOT
mints001,Mintz,Stephen Wayne,Steve,05/18/1995,NOT
minug001,Minutelli,Gino Michael,Gino,09/18/1990,NOT
miraa001,Miranda,Angel Luis (Andujar),Angel,06/05/1993,NOT
miraa002,Miranda,Ariel (Gil),Ariel,07/03/2016,NOT
mirad001,Mirabelli,Douglas Anthony,Doug,08/27/1996,NOT
miraj001,Miranda,Juan Miguel,Juan,09/18/2008,NOT
mirap001,Mirabella,Paul Thomas,Paul,07/28/1978,NOT
miraw101,Miranda,Guillermo (Perez),Willie,05/06/1951,NOT
miscp001,Misch,Patrick Theodore Joseph,Pat,09/21/2006,NOT
misia001,Misiewicz,Anthony,Anthony,07/24/2020,
missj101,Misse,John Beverly,John,05/26/1914,NOT
misum001,Misuraca,Michael William,Mike,07/27/1997,NOT
mitcb001,Mitchell,Bryan Bedford,Bryan,08/10/2014,NOT
mitcb101,Mitchell,Robert Van,Bobby,09/01/1980,NOT
mitcb102,Mitchell,Robert Vance,Bobby,07/05/1970,NOT
mitcc001,Mitchell,Charles Ross,Charlie,08/09/1984,NOT
mitcc101,Mitchell,Craig Seton,Craig,09/25/1975,NOT
mitcc102,Mitchell,Clarence Elmer,Clarence,06/02/1911,NOT
mitcd001,Mitchell,William Douglas,D.J.,05/01/2012,NOT
mitcd101,Mitchell,Loren Dale,Dale,09/15/1946,NOT
mitcf101,Mitchell,Frederick Francis,Fred,04/27/1901,NOT
mitcj001,Mitchell,John Kyle,John,09/08/1986,NOT
mitcj101,Mitchell,John Franklin,Johnny,05/21/1921,NOT
mitck001,Mitchell,Kevin Darnell,Kevin,09/04/1984,NOT
mitck002,Mitchell,Keith Alexander,Keith,07/23/1991,NOT
mitcl001,Mitchell,Larry Paul,Larry,08/11/1996,NOT
mitcm101,Mitchell,Monroe Barr,Monroe,07/11/1923,NOT
mitcm102,Mitchell,Michael Francis,Mike,04/11/1907,NOT
mitcp101,Mitchell,Paul Michael,Paul,07/01/1975,NOT
mitcr001,Mitchell,Russell Lance,Russ,09/08/2010,NOT
mitcr101,Mitchell,Albert Roy,Roy,09/10/1910,NOT
mitcr102,Mitchell,Robert McKasha,Bobby,09/06/1877,NOT
mitcw101,Mitchell,William,Willie,09/22/1909,NOT
mitrs001,Mitre,Sergio Armando,Sergio,07/22/2003,NOT
mittg101,Mitterwald,George Eugene,George,09/15/1966,NOT
mittr101,Mitterling,Ralph,Ralph,07/07/1916,NOT
mizeb101,Mizeur,William Francis,Bill,09/30/1923,NOT
mizec001,Mize,Casey A.,Casey,08/19/2020,
mizej001,Mizerock,John Joseph,John,04/12/1983,NOT
mizej101,Mize,John Robert,Johnny,04/16/1936,HOF
mizew101,Mizell,Wilmer David,Vinegar Bend,04/22/1952,NOT
mlicd001,Mlicki,David John,Dave,09/12/1992,NOT
mmahk001,Mmahat,Kevin Paul,Kevin,09/09/1989,NOT
moatd101,Moates,David Allen,Dave,09/21/1974,NOT
mockg001,Mock,Garrett Lee,Garrett,06/08/2008,NOT
modam101,Modak,Michael,Mike,07/04/1945,NOT
moehb001,Moehler,Brian Merritt,Brian,09/22/1996,NOT
moelc001,Moeller,Chad Edward,Chad,06/20/2000,NOT
moeld001,Moeller,Dennis Michael,Dennis,07/28/1992,NOT
moeld101,Moeller,Daniel Edward,Danny,09/24/1907,NOT
moelj101,Moeller,Joseph Douglas,Joe,04/12/1962,NOT
moelr101,Moeller,Ronald Ralph,Ron,09/08/1956,NOT
moffj101,Moffet,Joseph William,Joe,05/06/1884,NOT
moffr101,Moffitt,Randall James,Randy,06/11/1972,NOT
moffs101,Moffet,Samuel R.,Sam,05/15/1884,NOT
mofoh101,Moford,Herbert,Herb,04/12/1955,NOT
mogrg101,Mogridge,George Anthony,George,08/17/1911,NOT
mohag101,Mohart,George Benjamin,George,04/15/1920,NOT
mohaj101,Mohardt,John Henry,John,04/15/1922,NOT
mohlk101,Mohler,Ernest Follette,Kid,09/29/1894,NOT
mohlm001,Mohler,Michael Ross,Mike,04/07/1993,NOT
mohod001,Mohorcic,Dale Robert,Dale,05/31/1986,NOT
mohrd001,Mohr,Dustan Kyle,Dustan,08/29/2001,NOT
moisb101,Moisan,William Joseph,Bill,09/17/1953,NOT
mokaj101,Mokan,John Leo,Johnny,04/15/1921,NOT
molec101,Molesworth,Carlton,Carlton,09/14/1895,NOT
molef101,Mole,Fenton Leroy,Fenton,09/01/1949,NOT
molib001,Molina,Benjamin Jose,Bengie,09/21/1998,NOT
molib101,Molinaro,Robert Joseph,Bob,09/18/1975,NOT
molig001,Molina,Cruz Gabriel,Gabe,05/01/1999,NOT
molig002,Molina,Gustavo Eduardo,Gustavo,04/02/2007,NOT
molii001,Molina,Islay,Izzy,08/15/1996,NOT
molij001,Molina,Jose Benjamin (Matta),Jose,09/06/1999,NOT
molip001,Molitor,Paul Leo,Paul,04/07/1978,HOF
moliy001,Molina,Yadier Benjamin,Yadier,06/03/2004,NOT
molld001,Molleken,Dustin Douglas,Dustin,07/04/2016,NOT
mollf101,Mollwitz,Frederick August,Fritz,09/26/1913,NOT
mollf102,Mollenkamp,Frederick Henry,Fred,08/29/1914,NOT
molls001,Moll,Samuel John,Sam,09/01/2017,NOT
molor101,Moloney,Richard Henry,Richie,09/20/1970,NOT
molyv101,Molyneaux,Vincent Leo,Vince,07/05/1917,NOT
monab101,Monaco,Blas,Blas,08/18/1937,NOT
monac001,Monasterios,Carlos (Hernandez),Carlos,04/05/2010,NOT
monar101,Monahan,Edward Francis,Rinty,08/09/1953,NOT
monas001,Monahan,Shane Hartland,Shane,07/09/1998,NOT
monbb101,Monbouquette,William Charles,Bill,07/18/1958,NOT
monca101,Monchak,Alex,Alex,06/22/1940,NOT
moncc001,Moncrief,Carlos Antwan,Carlos,07/29/2017,NOT
moncf101,Moncewicz,Frederick Alfred,Freddie,06/19/1928,NOT
moncy001,Moncada,Yoan Manuel (Olivera),Yoan,09/02/2016,NOT
mondr001,Monday,Robert James,Rick,09/03/1966,NOT
mondr002,Mondesi,Raul Ramon (Avelino),Raul,07/19/1993,NOT
mondr003,Mondesi,Raul Adalberto,Adalberto,10/30/2015,NOT
moned101,Money,Donald Wayne,Don,04/10/1968,NOT
monej001,Monell,Johnny,Johnny,09/05/2013,NOT
mongs001,Monge,Isidro Pedroza,Sid,09/12/1975,NOT
monim001,Moniak,McKenzie Matthew,Mickey,09/16/2020,
monrc001,Monroe,Craig Keystone,Craig,07/28/2001,NOT
monre101,Monroe,Edward Oliver,Ed,05/29/1917,NOT
monrf101,Monroe,Frank C.,Frank,07/18/1884,NOT
monrj101,Monroe,John Allen,John,04/16/1921,NOT
monrl101,Monroe,Lawrence James,Larry,08/23/1976,NOT
monrz101,Monroe,Zachary Charles,Zach,06/27/1958,NOT
monta001,Montero,Agustin Alcantara,Agustin,05/12/2006,NOT
monta101,Montreuil,Allan Arthur,Al,09/01/1972,NOT
monta102,Montgomery,Alvin Atlas,Al,06/20/1941,NOT
monta103,Monteagudo,Aurelio Faustino (Cintra),Aurelio,09/01/1963,NOT
montb101,Montgomery,Robert Edward,Bob,09/06/1970,NOT
montc001,Montoyo,Jose Carlos (Diaz),Charlie,09/07/1993,NOT
monte101,Montague,Edward Francis,Ed,05/14/1928,NOT
montf001,Montas,Francelis (Luna),Frankie,09/02/2015,NOT
montf101,Montemayor,Felipe Angel,Felipe,04/14/1953,NOT
montj001,Montefusco,John Joseph,John,09/03/1974,NOT
montj002,Montgomery,Jeffrey Thomas,Jeff,08/01/1987,NOT
montj003,Montero,Jesus Alejandro (Lopez),Jesus,09/01/2011,NOT
montj004,Montgomery,Jordan Blackmon,Jordan,04/12/2017,NOT
montj101,Montague,John Evans,John,09/09/1973,NOT
montl001,Montanez,Luis Anibal,Luis,08/05/2008,NOT
montl002,Montz,Luke,Luke,09/04/2008,NOT
montm001,Montero,Miguel Angel,Miguel,09/06/2006,NOT
montm002,Montgomery,Michael Paul,Mike,06/02/2015,NOT
montm101,Montejo,Manuel (Bofill),Manny,07/25/1961,NOT
montm102,Montgomery,Monty Bryson,Monty,09/14/1971,NOT
montr001,Montalvo,Rafael Edgardo (Torres),Rafael,04/13/1986,NOT
montr002,Monteleone,Richard,Rich,04/15/1987,NOT
montr003,Montgomery,Raymond James,Ray,07/03/1996,NOT
montr004,Montero,Rafael (Quezada),Rafael,05/14/2014,NOT
montr101,Monteagudo,Rene (Miranda),Rene,09/06/1938,NOT
monts001,Montgomery,Steven Lewis,Steve,04/03/1996,NOT
montw101,Montanez,Guillermo (Naranjo),Willie,04/12/1966,NOT
monzd101,Monzon,Daniel Francisco,Dan,04/25/1972,NOT
monzr101,Monzant,Ramon Segundo (Espino),Ramon,07/02/1954,NOT
moocj101,Moock,Joseph Geoffrey,Joe,09/01/1967,NOT
moode001,Moody,Eric Lane,Eric,08/03/1997,NOT
moolg101,Moolic,George Henry,George,05/01/1886,NOT
moonb001,Mooneyham,William Craig,Bill,04/19/1986,NOT
moonj101,Mooney,James Irving,Jim,08/14/1931,NOT
moonl101,Moon,Leo,Leo,07/09/1932,NOT
moonw101,Moon,Wallace Wade,Wally,04/13/1954,NOT
moora001,Moore,Adam Ross,Adam,09/17/2009,NOT
moora002,Moore,Andrew George,Andrew,06/22/2017,NOT
moora101,Moore,Archie Francis,Archie,04/20/1964,NOT
moora102,Moore,Anselm Winn,Anse,04/17/1946,NOT
moora103,Moore,Albert James,Al,09/27/1925,NOT
moorb001,Moore,Robert Devell,Bobby,09/11/1985,NOT
moorb002,Moore,William Ross,Bill,07/19/1986,NOT
moorb003,Moore,Bradley Alan,Brad,06/14/1988,NOT
moorb004,Moore,Robert Vincent,Bobby,09/05/1991,NOT
moorb101,Moore,Balor Lilbon,Balor,05/21/1970,NOT
moorb102,Moorhead,Charles Robert,Bob,04/11/1962,NOT
moorb103,Moore,William Henry,Bill,09/07/1926,NOT
moorb104,Moore,William Christopher,Bill,04/15/1925,NOT
moorb105,Moore,Robert Barry,Barry,05/29/1965,NOT
moorc001,Moore,Charles William,Charlie,09/08/1973,NOT
moorc101,Moore,William Austin,Cy,06/07/1929,NOT
moorc102,Moore,Charles Wesley,Charley,04/16/1912,NOT
moorc103,Moore,Carlos Whitman,Carlos,05/04/1930,NOT
moord001,Moore,Donnie Ray,Donnie,09/14/1975,NOT
moord002,Moore,Dylan Scott,Dylan,03/20/2019,
moord101,Moore,D C,Dee,09/12/1936,NOT
moore101,Moore,Euel Walton,Euel,07/08/1934,NOT
moore102,Moore,Graham Edward,Eddie,09/25/1923,NOT
moore103,Moore,Alonzo Earl,Earl,04/25/1901,NOT
moorf101,Moore,Ferdinand De Paige,Ferdie,10/02/1914,NOT
moorg101,Moore,Frank Jonah,Frank,06/14/1905,NOT
moorg102,Moore,Gary Douglas,Gary,05/03/1970,NOT
moorg103,Moore,"Eugene, Sr.",Gene,09/28/1909,NOT
moorg104,Moore,"Eugene, Jr.",Gene,09/19/1931,NOT
moorh101,Moore,Henry Scott,Henry,04/17/1884,NOT
moorj001,Moore,Jeremy Jerome,Jeremy,09/02/2011,NOT
moorj101,Moore,Alvin Earl,Junior,08/02/1976,NOT
moorj102,Moore,Jackie Spencer,Jackie,04/18/1965,NOT
moorj103,Moore,Joe Gregg,Jo-Jo,09/17/1930,NOT
moorj104,Moore,John Francis,Johnny,09/15/1928,NOT
moorj105,Moore,Jeremiah S.,Jerry,04/17/1884,NOT
moorj106,Moore,James William,Jimmy,04/17/1930,NOT
moorj107,Moore,James Stanford,Jim,09/21/1928,NOT
moork001,Moore,Kerwin Lamar,Kerwin,08/30/1996,NOT
moork101,Moore,Kelvin Orlando,Kelvin,08/28/1981,NOT
moorm001,Moore,Michael Wayne,Mike,04/11/1982,NOT
moorm002,Moore,Marcus Braymont,Marcus,07/09/1993,NOT
moorm003,Moore,Matthew Cody,Matt,09/14/2011,NOT
moorm101,Moore,Maurice,Molly,06/30/1875,NOT
moorr101,Moore,Raymond Leroy,Ray,08/01/1952,NOT
moorr102,Moore,Roy Daniel,Roy,04/15/1920,NOT
moorr103,Moore,Randolph Edward,Randy,04/12/1927,NOT
moors001,Moore,Scott Alanboyd,Scott,09/04/2006,NOT
moors101,Moore,William Allen,Scrappy,06/21/1917,NOT
moort001,Moore,Warren Neal,Trey,04/05/1998,NOT
moort002,Moore,Tyler Michael,Tyler,04/29/2012,NOT
moort101,Moore,Tommy Joe,Tommy,09/15/1972,NOT
moort102,Moore,Terry Bluford,Terry,04/16/1935,NOT
moorw101,Moore,William Wilcy,Wilcy,04/14/1927,NOT
moorw102,Moore,Lloyd Albert,Whitey,09/27/1936,NOT
moosb101,Moose,Robert Ralph,Bob,09/19/1967,NOT
mootj101,Mooty,Jake T.,Jake,09/09/1936,NOT
moraa101,Mora,Andres (Ibarra),Andres,04/13/1976,NOT
moraa102,Moran,Richard Alan,Al,04/09/1963,NOT
morab001,Moran,Brian William,Brian,09/05/2019,
morab101,Moran,William Nelson,Billy,04/15/1958,NOT
morab102,Moran,William L.,Bill,05/07/1892,NOT
morab103,Moran,Carl William,Bill,04/12/1974,NOT
morac001,Moran,Colin Richard,Colin,05/18/2016,NOT
morac101,Moran,Charles Vincent,Charles,04/29/1903,NOT
morac102,Moran,Charles Barthell,Charlie,09/09/1903,NOT
morad001,Moraga,David Michael,David,06/11/2000,NOT
moraf001,Morales,Franklin Miguel,Franklin,08/18/2007,NOT
morah101,Moran,John Herbert,Herbie,04/16/1908,NOT
morah102,Moran,Harry Edwin,Harry,06/23/1912,NOT
morah103,Moran,Albert Thomas,Hiker,09/29/1938,NOT
moraj001,Morales,Jose Manuel,Jose,08/13/1973,NOT
moraj002,Morales,Jose Guillermo,Jose,09/08/2007,NOT
moraj003,Moran,Jovani,Jovani,09/12/2021,
moraj101,Morales,Julio Ruben (Torres),Jerry,09/05/1969,NOT
morak001,Morales,Kendrys,Kendrys,05/23/2006,NOT
moram001,Morandini,Michael Robert,Mickey,09/01/1990,NOT
moram002,Mora,Melvin,Melvin,05/30/1999,NOT
morao001,Morales,Osmer Eduardo,Osmer,08/16/2018,NOT
morap101,Moran,Patrick Joseph,Pat,05/15/1901,NOT
morar101,Moran,Roy Ellis,Roy,09/03/1912,NOT
morar102,Morales,Richard Angelo,Rich,08/08/1967,NOT
moras101,Moran,Samuel,Sam,08/28/1895,NOT
moraw001,Morales,William Anthony,Willie,04/09/2000,NOT
morbj001,Morban,Jose,Jose,04/06/2003,NOT
mordm001,Mordecai,Michael Howard,Mike,05/08/1994,NOT
morea001,Morejon,Adrian,Adrian,07/21/2019,
morea101,Moreno,Angel (Veneroso),Angel,08/15/1981,NOT
moreb001,Morel,Brenton Andre,Brent,09/07/2010,NOT
mored001,Moreno,Diego Rafael,Diego,06/22/2015,NOT
mored002,Moreta,Dauri Michell,Dauri,09/26/2021,
mored101,Morey,David Beale,Dave,07/04/1913,NOT
mored102,Morejon,Daniel (Torres),Danny,07/11/1958,NOT
mored103,Morehead,David Michael,Dave,04/13/1963,NOT
moree001,Moreno,Edwin A.,Edwin,04/07/2009,NOT
moref101,More,Forrest Thedore,Forrest,04/15/1909,NOT
moreh101,Morelock,A. Harry,Harry,08/21/1891,NOT
morej001,Moreno,Juan Carlos (Vegas),Juan,05/17/2001,NOT
morej101,Moreno,Jose de los Santos Mauricio,Jose,05/24/1980,NOT
morej102,Moreno,Julio (Gonzalez),Julio,09/08/1950,NOT
morek001,Moreland,Bobby Keith,Keith,10/01/1978,NOT
morel101,Moren,Lewis Howard,Lew,09/21/1903,NOT
morem001,Moreland,Mitchell Austin,Mitch,07/29/2010,NOT
moreo001,Moreno,Omar Renan (Quintero),Omar,09/06/1975,NOT
moreo002,Moreno,Orber (Aquiles),Orber,05/25/1999,NOT
morer001,Morel,Ramon Rafael,Ramon,07/06/1995,NOT
morer101,Moret,Rogelio (Torres),Roger,09/13/1970,NOT
morer102,Morehart,Raymond Anderson,Ray,08/09/1924,NOT
mores101,Morehead,Seth Marvin,Seth,04/27/1957,NOT
morga001,Morgan,Adam Christopher,Adam,06/21/2015,NOT
morgb101,Morgan,William,Bill,08/17/1882,NOT
morgb102,Morgan,Robert Morris,Bobby,04/18/1950,NOT
morgb103,Morgan,Henry W.,Bill,08/05/1884,NOT
morgc101,Morgan,Cyril Arlon,Cy,06/08/1921,NOT
morgc102,Morgan,Harry Richard,Cy,09/18/1903,NOT
morgc103,Morgan,Chester Collins,Chet,04/19/1935,NOT
morge001,Morgan,Elijah Allan,Eli,05/28/2021,
morge101,Morgan,Edwin Willis,Eddie,04/14/1936,NOT
morge102,Morgan,Edward Carre,Ed,04/11/1928,NOT
morgj001,Morgan,Joe Leonard,Joe,09/21/1963,HOF
morgj101,Morgan,Joseph Michael,Joe,04/14/1959,NOT
morgk001,Morgan,Kevin Lee,Kevin,06/15/1997,NOT
morgm001,Morgan,Michael Thomas,Mike,06/11/1978,NOT
morgn001,Morgan,Nyjer Jamid,Nyjer,09/01/2007,NOT
morgp101,Morgan,Daniel,Pidgey,05/04/1875,NOT
morgr101,Morgan,Raymond Caryll,Ray,08/07/1911,NOT
morgr102,Morgan,James Edward,Red,06/20/1906,NOT
morgt101,Morgan,Tom Stephen,Tom,04/20/1951,NOT
morgv101,Morgan,Vernon Thomas,Vern,08/10/1954,NOT
morhm101,Morhardt,Meredith Goodwin,Moe,09/07/1961,NOT
morib101,Moriarty,William Joseph,Bill,04/29/1909,NOT
morie101,Moriarty,Edward Jerome,Ed,06/21/1935,NOT
morig101,Moriarty,George Joseph,George,09/27/1903,NOT
morig102,Moriarty,Eugene John,Gene,06/18/1884,NOT
morij001,Morillo,Juan Bautista,Juan,09/24/2006,NOT
morim001,Moriarty,Michael Thomas,Mike,04/11/2002,NOT
morim002,Morin,Michael William,Mike,04/30/2014,NOT
moris001,Morimando,Shawn Peter,Shawn,07/02/2016,NOT
morlb101,Morley,William M.,Bill,09/08/1913,NOT
morlj101,Morlan,John Glen,John,07/20/1973,NOT
morma001,Morman,Alvin,Alvin,04/02/1996,NOT
mormr001,Morman,Russell Lee,Russ,08/03/1986,NOT
mornj001,Morneau,Justin Ernest George,Justin,06/10/2003,NOT
morod101,Morogiello,Daniel Joseph,Dan,05/20/1983,NOT
moroj001,Moronko,Jeffrey Robert,Jeff,09/01/1984,NOT
moroj101,Moroney,James Francis,Jim,04/24/1906,NOT
morom001,Moroff,Max Anthony,Max,07/31/2016,NOT
moror001,Moronta,Reyes Armando,Reyes,09/05/2017,NOT
morra001,Morris,Akeel J.,Akeel,06/17/2015,NOT
morra002,Morris,Anthony Joseph,A.J.,05/24/2016,NOT
morrb001,Morrow,Brandon John,Brandon,04/03/2007,NOT
morrb002,Morris,Avery Bryan,Bryan,09/14/2012,NOT
morrb101,Morrell,Willard Blackmer,Bill,04/20/1926,NOT
morrb102,Morrisette,William Lee,Bill,09/18/1915,NOT
morrb103,Bennett,Joseph Harley,Bugs,07/20/1918,NOT
morrd101,Morris,Doyt Theodore,Doyt,06/06/1937,NOT
morrd102,Morris,Danny Walker,Danny,09/10/1968,NOT
morre101,Morris,Edward,Ed,05/01/1884,NOT
morre102,Morris,Walter Edward,Ed,08/05/1922,NOT
morre103,Morris,James R.,James,09/11/1884,NOT
morrf101,Morrissey,Michael Joseph,Frank,07/13/1901,NOT
morrg101,Morrison,Walter Guy,Guy,08/31/1927,NOT
morrh001,Morris,William Harold,Hal,07/29/1988,NOT
morrh101,Morrison,Stephen Henry,Hank,05/28/1887,NOT
morrj001,Morris,John Scott,Jack,07/26/1977,HOF
morrj002,Morrison,James Forrest,Jim,09/18/1977,NOT
morrj003,Morris,John Daniel,John,08/05/1986,NOT
morrj004,Morris,James Samuel,Jim,09/18/1999,NOT
morrj101,Morrison,Jonathan W.,Jon,08/01/1884,NOT
morrj102,Morrissey,Joseph Anselm,Jo-Jo,04/12/1932,NOT
morrj103,Morrissey,John J.,John,05/02/1881,NOT
morrj104,Morrissey,John Albert,Jack,09/18/1902,NOT
morrj105,Morrison,John Dewey,Johnny,09/28/1920,NOT
morrj106,Morris,John Wallace,John,07/19/1966,NOT
morrj107,Morrill,John Francis,John,04/24/1876,NOT
morrl001,Morrison,Justis Logan,Logan,07/27/2010,NOT
morrm001,Morris,Matthew Christian,Matt,04/04/1997,NOT
morrm101,Morrison,Michael,Mike,04/19/1887,NOT
morrp101,Morrison,Philip Melvin,Phil,09/30/1921,NOT
morrp102,Morris,Peter R.,Pete,05/14/1884,NOT
morrt101,Morrissey,Thomas J.,Tom,07/12/1882,NOT
morrt102,Morrison,Thomas J.,Tom,09/18/1895,NOT
morrw001,Morris,Warren Randall,Warren,04/05/1999,NOT
morrw101,Morris,John Walter,Walter,08/30/1908,NOT
morsb101,Morse,Newell Obediah,Bud,09/14/1929,NOT
morsh101,Morse,Peter Raymond,Hap,04/18/1911,NOT
morsm001,Morse,Michael John,Michael,05/31/2005,NOT
mortb101,Morton,Wycliffe Nathaniel,Bubba,04/19/1961,NOT
mortc001,Morton,Kristopher Colt,Colt,09/21/2007,NOT
mortc002,Morton,Charles Alfred,Charlie,06/14/2008,NOT
mortc003,Mortensen,Clayton Grant,Clayton,06/29/2009,NOT
mortc101,Morton,Charles Hazen,Charlie,05/02/1882,NOT
mortc102,Morton,Carl Wendle,Carl,04/11/1969,NOT
mortg101,Morton,"Guy, Sr.",Guy,06/20/1914,NOT
mortk001,Morton,Kevin Joseph,Kevin,07/05/1991,NOT
mortm101,Morton,"Guy, Jr.",Moose,09/17/1954,NOT
morts101,Morton,William P.,Sparrow,07/15/1884,NOT
moryw101,Moryn,Walter Joseph,Walt,06/29/1954,NOT
moscg001,Moscoso (Corredor),Guillermo A.,Guillermo,05/30/2009,NOT
moscj001,Moscot,Jonathan Solomon,Jon,06/05/2015,NOT
moscr101,Moschitto,Rosaire Allen,Ross,04/15/1965,NOT
mosea101,Moser,Arnold Robert,Arnie,06/20/1937,NOT
mosed001,Moseley,Dustin Aaron,Dustin,07/17/2006,NOT
mosee101,Moseley,Earl Victor,Earl,06/17/1913,NOT
mosej001,Moses,John William,John,08/23/1982,NOT
mosej101,Moses,Gerald Braheen,Jerry,05/09/1965,NOT
mosel001,Moseby,Lloyd Anthony,Lloyd,05/24/1980,NOT
moser001,Mosebach,Robert Jonathan,Robert,07/25/2009,NOT
mosew101,Moses,Wallace,Wally,04/17/1935,NOT
mosew102,Moser,Walter Frederick,Walter,09/03/1906,NOT
moskd001,Moskos,Daniel Ross,Daniel,04/30/2011,NOT
moskd101,Moskiman,William Bankhead,Doc,08/23/1910,NOT
moskp101,Moskau,Paul Richard,Paul,06/21/1977,NOT
mosoj101,Mosolf,James Frederick,Jim,09/09/1929,NOT
mosqj001,Mosquera,Julio Alberto (Cervantes),Julio,08/17/1996,NOT
mossb001,Moss,Brandon Douglas,Brandon,08/06/2007,NOT
mossc101,Moss,Charles Crosby,Charlie,05/19/1934,NOT
mossd001,Moss,Damian Joseph,Damian,04/26/2001,NOT
mossd101,Mossi,Donald Louis,Don,04/17/1954,NOT
mosse101,Mossor,Earl Dalton,Earl,04/30/1951,NOT
mossh101,Moss,Howard Glenn,Howie,04/14/1942,NOT
mossl101,Moss,John Lester,Les,09/10/1946,NOT
mossm101,Moss,Charles Malcolm,Mal,04/24/1930,NOT
mossr101,Moss,Raymond Earl,Ray,04/17/1926,NOT
mostj101,Mostil,John Anthony,Johnny,06/20/1918,NOT
motaa001,Mota,Andres Alberto (Matos),Andy,08/31/1991,NOT
motad001,Mota,Daniel Avila,Danny,09/15/2000,NOT
motag001,Mota,Guillermo,Guillermo,05/02/1999,NOT
motaj001,Mota,Jose Manuel (Matos),Jose,05/24/1991,NOT
motam101,Mota,Manuel Rafael (Geronimo),Manny,04/16/1962,NOT
motld001,Motley,Darryl DeWayne,Darryl,08/10/1981,NOT
mottb101,Mott,Elisha Matthew,Bitsy,04/17/1945,NOT
mottc001,Mottola,Charles Edward,Chad,04/23/1996,NOT
mottc101,Motton,Curtell Howard,Curt,07/05/1967,NOT
mottj001,Motte,Jason Louis,Jason,09/03/2008,NOT
mottt001,Motter,Taylor Davis,Taylor,05/16/2016,NOT
motzf101,Motz,Frank H.,Frank,08/27/1890,NOT
moula101,Moulton,Albert Theodore,Allie,09/25/1911,NOT
moulg101,Moulder,Glen Hubert,Glen,04/28/1946,NOT
mounb101,Mountjoy,William Henry,Bill,09/29/1883,NOT
mounf101,Mountain,Frank Henry,Frank,07/19/1880,NOT
mounr001,Mountcastle,Ryan Lee,Ryan,08/21/2020,
mount001,Mounce,Anthony David,Tony,06/13/2003,NOT
mousm001,Moustakas,Michael Christopher,Mike,06/10/2011,NOT
moutj001,Mouton,James Raleigh,James,04/04/1994,NOT
moutl001,Mouton,Lyle Joseph,Lyle,06/07/1995,NOT
mower101,Mowe,Raymond Benjamin,Ray,09/25/1913,NOT
mowrj101,Mowry,Joseph Aloysius,Joe,05/13/1933,NOT
mowrm101,Mowrey,Harry Harlan,Mike,09/24/1905,NOT
moyag001,Moya,Gabriel Jose,Gabriel,09/12/2017,NOT
moyas001,Moya,Steven,Steven,09/01/2014,NOT
moyee101,Moyer,Charles Edward,Ed,07/20/1910,NOT
moyej001,Moyer,Jamie,Jamie,06/16/1986,NOT
moylp001,Moylan,Peter Michael,Peter,04/12/2006,NOT
moynm101,Moynahan,Michael,Mike,08/20/1880,NOT
mrozr101,Mrozinski,Ronald Frank,Ron,06/20/1954,NOT
mudrp101,Mudrock,Philip Ray,Phil,04/19/1963,NOT
muelb001,Mueller,William Richard,Bill,04/18/1996,NOT
muelb101,Mueller,William Lawrence,Bill,08/29/1942,NOT
mueld101,Mueller,Donald Frederick,Don,08/02/1948,NOT
muelg101,Mueller,Joseph Gordon,Gordie,04/19/1950,NOT
muelh101,Mueller,Emmett Jerome,Heinie,04/19/1938,NOT
muelh102,Mueller,Clarence Francis,Heinie,09/25/1920,NOT
muell101,Mueller,Leslie Clyde,Les,08/15/1941,NOT
muelr101,Mueller,Ray Coleman,Ray,05/11/1935,NOT
muelw101,Mueller,Willard Lawrence,Willie,08/12/1978,NOT
muelw102,Mueller,Walter John,Walter,05/07/1922,NOT
muffb101,Muffett,Billy Arnold,Billy,08/03/1957,NOT
muicj101,Muich,Ignatius Andrew,Joe,09/04/1924,NOT
muirj101,Muir,Joseph Allen,Joe,04/21/1951,NOT
mujie001,Mujica,Edward Jose,Edward,06/21/2006,NOT
mujij001,Mujica,Jose,Jose,09/08/2020,
mulch101,Mulcahy,Hugh Noyes,Hugh,07/24/1935,NOT
muldm001,Mulder,Mark Alan,Mark,04/18/2000,NOT
muldm101,Muldoon,Michael D.,Mike,05/01/1882,NOT
mulht001,Mulholland,Terence John,Terry,06/08/1986,NOT
mullb101,Mullen,William John,Billy,10/02/1920,NOT
mullc001,Mullee,Conor Joseph,Conor,05/16/2016,NOT
mullc002,Mullins,Boyce Cedric,Cedric,08/10/2018,NOT
mullc101,Mullen,Charles George,Charlie,05/18/1910,NOT
mulld101,Mulligan,Richard Charles,Dick,09/24/1941,NOT
mullf001,Mullins,Francis Joseph,Fran,09/01/1980,NOT
mullf101,Muller,Frederick William,Freddie,07/08/1933,NOT
mullg001,Mullins,Gregory Eugene,Greg,09/18/1998,NOT
mullg101,Mulleavy,Gregory Thomas,Greg,07/04/1930,NOT
